Tweet,HS_Individual,HS_Group,Cleaned_Tweet,Tweet_list
PENGGUNA PENGGUNA PENGGUNA Aku tidak memanggilmu Cebong!!\n\nTapi CURUT CENONG!!',1,0,panggil cebong curut cenong,"['panggil', 'cebong', 'curut', 'cenong']"
"Karena berbagai laporan polisi, Anies Sandi dibatalkan. URL: Ada penipuan, ada Sarah Cean, ada juga kasus narkoba.",1,0,lapor polisi anies sandi batal uniform resource locator tipu sarah cean narkoba,"['lapor', 'polisi', 'anies', 'sandi', 'batal', 'uniform', 'resource', 'locator', 'tipu', 'sarah', 'cean', 'narkoba']"
"PENGGUNA PENGGUNA PENGGUNA Tidak. Banci lebih berani melawan norma-norma Sosayeti dan menjadi diri mereka sendiri. Jadi, manusia yang paling rendah adalah manusia yang berantakan itu.'",1,0,banci berani lawan norma norma masyarakat manusia rendah manusia beranta,"['banci', 'berani', 'lawan', 'norma', 'norma', 'masyarakat', 'manusia', 'rendah', 'manusia', 'beranta']"
"Allah SWT yang mengoceh tidak mempunyai pelindung dan penolong bagimu tetapi Allah tidak menolong, mengapa masih disembah (29:22)",0,1,allah subhanahu wa taala oceh lindung tolong allah tolong sembah 29 22,"['allah', 'subhanahu', 'wa', 'taala', 'oceh', 'lindung', 'tolong', 'allah', 'tolong', 'sembah', '29', '22']"
"Kalian mengolok-olok Islam yang mengajarkan hal-hal di luar Islam yang salah, sehingga Islam tampak benar, padahal yang benar dalam Islam adalah",0,1,olok olok islam ajar islam salah islam islam,"['olok', 'olok', 'islam', 'ajar', 'islam', 'salah', 'islam', 'islam']"
USER benar-benar hebat',1,0,hebat,['hebat']
"PENGGUNA PENGGUNA Mendukung gubernur yang bermulut kotor, suka bawa isu SARA, mengumpat sana sini, memanggil AlMaidah51 saat peresmian kolam (entah apa hubungannya ikan dengan Almaidah51) itu ciri orang yang tidak cerdas. ?. #2019GantiPresiden",1,0,dukung gubernur mulut kotor suka bawa isu sara umpat panggil al maidah 51 resmi kolam hubung ikan al maidah 51 ciri orang cerdas 2019 ganti presiden,"['dukung', 'gubernur', 'mulut', 'kotor', 'suka', 'bawa', 'isu', 'sara', 'umpat', 'panggil', 'al', 'maidah', '51', 'resmi', 'kolam', 'hubung', 'ikan', 'al', 'maidah', '51', 'ciri', 'orang', 'cerdas', '2019', 'ganti', 'presiden']"
Mpok Silvy dan Agus sungguh bodoh. Debat Akhir Pilkada JKT,1,0,empok silvy agus sungguh bodoh debat pilih kepala daerah jakarta,"['empok', 'silvy', 'agus', 'sungguh', 'bodoh', 'debat', 'pilih', 'kepala', 'daerah', 'jakarta']"
"Dia bodoh tapi berpura-pura menjadi ulama, sepertinya dia hanya mengerti agama. Padahal mengaji itu berantakan, tapi tidak jelas",1,0,bodoh pura pura ulama sepe inya menge i agama aji beranta,"['bodoh', 'pura', 'pura', 'ulama', 'sepe', 'inya', 'menge', 'i', 'agama', 'aji', 'beranta']"
"USER, Anda sangat bergaya, apakah Anda ingin saya menendang Anda?",1,0,gaya tendang,"['gaya', 'tendang']"
"ISIS adalah Islam, Islam adalah ISIS, jika ingin hidup sejahtera tinggalkan Islam, berhentilah sholat & mengaji",0,1,isis islam islam isis hidup sejahtera tinggal islam henti salat aji,"['isis', 'islam', 'islam', 'isis', 'hidup', 'sejahtera', 'tinggal', 'islam', 'henti', 'salat', 'aji']"
"USER USER USER \xf0\x9f\x98\x82sangat bodoh. Wah, itu pesan berita saat trf \xf0\x9f\x98\x82. Masukan bongnya manual.. Jadi jangan terlalu norak, nanti lama-lama di kolam.",1,0,bodoh pesan berita trf masuk bong manual norak kolam,"['bodoh', 'pesan', 'berita', 'trf', 'masuk', 'bong', 'manual', 'norak', 'kolam']"
"USER USER Dimana saya bisa menghina agama lain? Hahah, otak model kecebong kafir menyebalkan banget, yang jelas-jelas kamulah yang menghina Islam. Pura-pura membela agama masyarakat dengan membawa data, padahal otaknya tidak punya. Dasar bodoh, kecebong bodoh yang makan terlalu banyak taik ah",1,0,hina agama haha otak model kecebong kafir sebal banget hina islam pura pura bela agama masyarakat bawa data otak dasar bodoh kecebong bodoh makan tai ah,"['hina', 'agama', 'haha', 'otak', 'model', 'kecebong', 'kafir', 'sebal', 'banget', 'hina', 'islam', 'pura', 'pura', 'bela', 'agama', 'masyarakat', 'bawa', 'data', 'otak', 'dasar', 'bodoh', 'kecebong', 'bodoh', 'makan', 'tai', 'ah']"
dia mengaku sebagai Presiden Indonesia...padahal dia pembela penjajah cina...,1,0,presiden indonesia bela jajah cina,"['presiden', 'indonesia', 'bela', 'jajah', 'cina']"
Nama: Andi Taufan Tiro Status: Terpidana Kasus: Korupsi Mendukung Anies-Sandi,1,0,nama andi taufan tiro status pidana korupsi dukung anies sandi,"['nama', 'andi', 'taufan', 'tiro', 'status', 'pidana', 'korupsi', 'dukung', 'anies', 'sandi']"
"USER, wah, kamu bodoh ya?",1,0,bodoh ya,"['bodoh', 'ya']"
"Postingan yang lebih sadis dari Victor bodoh, JASMEV dan berudu istana. JAMUR PEKERJAAN CINA DI POLISI",0,1,postingan sadis victor bodoh jokowi ahok social media volunteer berudu istana jamur kerja cina polisi,"['postingan', 'sadis', 'victor', 'bodoh', 'jokowi', 'ahok', 'social', 'media', 'volunteer', 'berudu', 'istana', 'jamur', 'kerja', 'cina', 'polisi']"
"Adahok jahat Teroris sungguhan di Indonesia... Bukan wahabi, bukan unta tapi babi cina yang menebar teror sungguhan...",0,1,adahok jahat teroris sungguh indonesia wahabi unta babi cina tebar teror sungguh,"['adahok', 'jahat', 'teroris', 'sungguh', 'indonesia', 'wahabi', 'unta', 'babi', 'cina', 'tebar', 'teror', 'sungguh']"
"KY Tak Kerja, Makan Gaji Membutakan, Makan APBN, Hakim nakal merajalela, MELEPASKAN USER USER USER URL",0,1,ky kerja makan gaji buta makan anggar belanja negara hakim nakal rajalela lepas uniform resource locator,"['ky', 'kerja', 'makan', 'gaji', 'buta', 'makan', 'anggar', 'belanja', 'negara', 'hakim', 'nakal', 'rajalela', 'lepas', 'uniform', 'resource', 'locator']"
USER USER USER Cebong jangan disunat semua ustad...jangan dilayani ustad...',0,1,cebong sunat ustad layan ustad,"['cebong', 'sunat', 'ustad', 'layan', 'ustad']"
USER USER USER USER Saya salut kepada anda yang terus mempertahankan kebodohan... Ini adalah kegagalan rezim... Gagal menjadikan anda cerdas... \xf0\x9f\x98\x84',1,0,salut mempe ahankan bodoh gagal rezim gagal cerdas,"['salut', 'mempe', 'ahankan', 'bodoh', 'gagal', 'rezim', 'gagal', 'cerdas']"
PENGGUNA PENGGUNA Pelakunya bodoh',1,0,laku bodoh,"['laku', 'bodoh']"
"10 tahun setelah SBY, isu PKI hampir tidak ada. Baru 3 tahun berlalu, Jokowi, simpatisan PKI, mendapat kesempatan emas. URL",1,0,10 susilo bambang yudhoyono isu partai komunis indonesia 3 jokowi simpatisan partai komunis indonesia emas uniform resource locator,"['10', 'susilo', 'bambang', 'yudhoyono', 'isu', 'partai', 'komunis', 'indonesia', '3', 'jokowi', 'simpatisan', 'partai', 'komunis', 'indonesia', 'emas', 'uniform', 'resource', 'locator']"
PENGGUNA Jenggot bajingan!',1,0,jenggot bajing,"['jenggot', 'bajing']"
USER USER USER USER USER USER USER USER USER Hoax Bani Cebong',0,1,hoaks bani cebong,"['hoaks', 'bani', 'cebong']"
"USER Kamu berisik, dasar brengsek",1,0,berisik dasar berengsek,"['berisik', 'dasar', 'berengsek']"
PENGGUNA PENGGUNA PENGGUNA Makhluk lain yang mirip PARASIT muncul...kamu lebih hina dari ONTA GROB...KAMU BAJINGAN,1,0,makhluk parasit muncul hina onta grob bajing,"['makhluk', 'parasit', 'muncul', 'hina', 'onta', 'grob', 'bajing']"
Entah apa tujuan kunyuk menggunakan foto &amp; namaku. bagaimana!',1,0,tuju kunyuk foto amp nama,"['tuju', 'kunyuk', 'foto', 'amp', 'nama']"
"USER Tapi Anda lemak jenuh, Anda tidak dapat mentransfernya karena Anda dinonaktifkan secara permanen \xf0\x9f\x98\xad bye'",1,0,lemak jenuh transfer nonaktif permanen bye,"['lemak', 'jenuh', 'transfer', 'nonaktif', 'permanen', 'bye']"
"Diam bae, rupiah kian membaik dibandingkan dolar. telah mencapai Rp. 14.441 saja. Sebenarnya saya akan senang kalau langsung ke 16 ribu. Agar rezim kodok ini bisa segera digulingkan!'",1,0,diam rupiah kian banding dolar capai rupiah 14 441 senang langsung 16 ribu rezim kodok guling,"['diam', 'rupiah', 'kian', 'banding', 'dolar', 'capai', 'rupiah', '14', '441', 'senang', 'langsung', '16', 'ribu', 'rezim', 'kodok', 'guling']"
USER USER USER Yang pakai pantat itu kamu.. Hahaa pantat teriak-teriak..\nProfesor gerung Rocky gak laku di Indonesia.. Yang percaya cuma para pelacur dan bajingan warnet karena otaknya sama seperti di pantat.. Hahaa',0,1,pakai pantat haha pantat teriak teriak profesor gerung rocky laku indonesia percaya lacur bajing warung internet otak sepe i pantat haha,"['pakai', 'pantat', 'haha', 'pantat', 'teriak', 'teriak', 'profesor', 'gerung', 'rocky', 'laku', 'indonesia', 'percaya', 'lacur', 'bajing', 'warung', 'internet', 'otak', 'sepe', 'i', 'pantat', 'haha']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Tuan culun,1,0,tuan culun,"['tuan', 'culun']"
"PENGGUNA PENGGUNA PENGGUNA Ya, benar, Vivin Tai!!! Bajingan, akui kalau ""Alexa Alda daripada Rico yang bajingan, kamu neraka""",1,0,ya vivin tai bajing alexa alda rico bajing neraka,"['ya', 'vivin', 'tai', 'bajing', 'alexa', 'alda', 'rico', 'bajing', 'neraka']"
"PENGGUNA min. Internet makin kacau! Kalau murah berarti jelek, ya nggak apa-apa. Ini perhitungan yang cukup rumit, min. tapi internet memang kacau",0,1,min internet kacau murah bera i jelek ya hitung rumit min internet kacau,"['min', 'internet', 'kacau', 'murah', 'bera', 'i', 'jelek', 'ya', 'hitung', 'rumit', 'min', 'internet', 'kacau']"
"USER Ide busuknya adalah pembunuhan adalah hal yang lumrah, saat ini banyak korban yang dibunuh, anggota polisi komunitas juga dibunuh oleh separatis, apakah mata anda cupet.'",1,0,ide busuk bunuh lumrah korban bunuh anggota polisi komunitas bunuh separatis mata cupet,"['ide', 'busuk', 'bunuh', 'lumrah', 'korban', 'bunuh', 'anggota', 'polisi', 'komunitas', 'bunuh', 'separatis', 'mata', 'cupet']"
"0 Lo = bejat, bajingan, bajingan'",1,0,0 bejat bajing bajing,"['0', 'bejat', 'bajing', 'bajing']"
Silakan di sini URL anjing,1,0,sila uniform resource locator anjing,"['sila', 'uniform', 'resource', 'locator', 'anjing']"
Tidak ada solusi lain selain #2019GantiPresiden,1,0,solusi 2019 ganti presiden,"['solusi', '2019', 'ganti', 'presiden']"
"Apakah ini benar akun resmi admin? ?? Tolong Pak USER, beri kami pelatihan dulu tentang ekonomi agar tidak asal cuitan saja. Admin bodoh mempengaruhi citra partai lho?",0,1,akun resmi admin tolong latih ekonomi cuit admin bodoh pengaruh citra ai lo,"['akun', 'resmi', 'admin', 'tolong', 'latih', 'ekonomi', 'cuit', 'admin', 'bodoh', 'pengaruh', 'citra', 'ai', 'lo']"
RT PENGGUNA: Bajingan ini telah ditangkap.\nHilang!!!!!!!!!!! URL,1,0,bajing tangkap hilang uniform resource locator,"['bajing', 'tangkap', 'hilang', 'uniform', 'resource', 'locator']"
Al-Qur'an hanyalah buku sampah yang berbau darah dan air mani Bung Tifatul,0,1,al qur an buku sampah bau darah air mani tifatul,"['al', 'qur', 'an', 'buku', 'sampah', 'bau', 'darah', 'air', 'mani', 'tifatul']"
"Secara objektif, harus diakui peluang Anies menjadi Presiden 2019-2024 lebih besar ketimbang menjadi wakil presiden jika berduet dengan Prabowo. Kita akui Prabowo lemah dalam menjaga diri dari serbuan fitnah, infiltrasi, pemerasan, dan pengkhianatan. Prabowo juga",1,0,objektif peluang anies presiden 2019 2024 ketimbang wakil presiden duet prabowo prabowo lemah jaga serbu fitnah infiltrasi peras khianat prabowo,"['objektif', 'peluang', 'anies', 'presiden', '2019', '2024', 'ketimbang', 'wakil', 'presiden', 'duet', 'prabowo', 'prabowo', 'lemah', 'jaga', 'serbu', 'fitnah', 'infiltrasi', 'peras', 'khianat', 'prabowo']"
??????; Ayak saja; #2019GantiPresiden,1,0,ayak 2019 ganti presiden,"['ayak', '2019', 'ganti', 'presiden']"
USER Siap Menangkan Jokowi 2019...agar rakyat jangka pendek makin kelimpungan,0,1,menang jokowi 2019 rakyat jangka pendek kelimpungan,"['menang', 'jokowi', '2019', 'rakyat', 'jangka', 'pendek', 'kelimpungan']"
"SELURUH ULAMA, KIYAYI, USTADZ, GURU DOA SUCI, IMAM, KHATIB FAN DA'I ADALAH BAJINGAN PENIPU...",0,1,ulama kiai ustaz guru doa suci imam khatib fan i bajing tipu,"['ulama', 'kiai', 'ustaz', 'guru', 'doa', 'suci', 'imam', 'khatib', 'fan', 'i', 'bajing', 'tipu']"
"USER USER - Kalau kamu punya uang sebanyak itu, kenapa tidak membantu pemerintah?\n- Kenapa tidak membeli saham Freeport?\nKaulah yang sebenarnya antek asing yang anti-INDONESIA...'",0,1,uang bantu perintah beli saham freepo kau antek asing anti indonesia,"['uang', 'bantu', 'perintah', 'beli', 'saham', 'freepo', 'kau', 'antek', 'asing', 'anti', 'indonesia']"
"Adzan di TV tak layak ditonton, azan kepada Allah SWT bodoh dan biadab, semua acara Islami tak layak ditonton, MENIPU",0,1,azan televisi layak tonton azan allah subhanahu wa taala bodoh biadab acara islami layak tonton tipu,"['azan', 'televisi', 'layak', 'tonton', 'azan', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'acara', 'islami', 'layak', 'tonton', 'tipu']"
PENGGUNA RT: URL CENGENG LU TAI,1,0,uniform resource locator cengeng tai,"['uniform', 'resource', 'locator', 'cengeng', 'tai']"
"USER Dia gila bodoh, kalau baca tweetnya, dia dalam masalah semua.'",1,0,gila bodoh baca twitnya,"['gila', 'bodoh', 'baca', 'twitnya']"
"Pendukung Jokowi: 3. Kalau dia pribumi, berarti dia bajingan Cina, pengkhianat bangsa. 4. Komunis",0,1,dukung jokowi 3 pribumi bera i bajing cina penghianat bangsa 4 komunis,"['dukung', 'jokowi', '3', 'pribumi', 'bera', 'i', 'bajing', 'cina', 'penghianat', 'bangsa', '4', 'komunis']"
Setuju! Bubarkan Komisi Pemberantasan Korupsi! Tunjuk USER menjadi Ketua Badan Pemberantasan Korupsi selanjutnya!!! URL,0,1,tuju bubar komisi berantas korupsi ketua badan berantas korupsi uniform resource locator,"['tuju', 'bubar', 'komisi', 'berantas', 'korupsi', 'ketua', 'badan', 'berantas', 'korupsi', 'uniform', 'resource', 'locator']"
Sylvi terlihat bodoh #JKTFinalPilkadaDebate,1,0,sylvi lihat bodoh jktfinalpilkadadebate,"['sylvi', 'lihat', 'bodoh', 'jktfinalpilkadadebate']"
"USER USER USER USER Sial, Anda menentang orang asing tetapi mereka juga mengimpor dari Tiongkok. wakakakakakak jilat pantatnya.'",1,0,sial orang asing impor tiongkok wkwk jilat pantat,"['sial', 'orang', 'asing', 'impor', 'tiongkok', 'wkwk', 'jilat', 'pantat']"
"USER USER Biasa kan?\nKecuali kalau melawan Jokowi, apalagi baliho yang MEMBUNUH...\nKalau kentutnya tercium & disentuh hidung kecebong, bisa PIRAL sebulan penuh \xf0\x9f \x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,0,kecuali lawan jokowi baliho bunuh kentut cium sentuh hidung kecebong viral penuh,"['kecuali', 'lawan', 'jokowi', 'baliho', 'bunuh', 'kentut', 'cium', 'sentuh', 'hidung', 'kecebong', 'viral', 'penuh']"
orang itu benar-benar gila huff',1,0,orang gila huff,"['orang', 'gila', 'huff']"
USER Rezim anti-Islam... benar! Hal itu tidak bisa dipungkiri lagi...,1,0,rezim anti islam dipungkiri,"['rezim', 'anti', 'islam', 'dipungkiri']"
Bisakah Anda menjadi bodoh tentang URL \xf0\x9f\x98\x86 manusia ini,1,0,bodoh uniform resource locator manusia,"['bodoh', 'uniform', 'resource', 'locator', 'manusia']"
"USER Menyerahlah sebelum bertarung, noob!'",1,0,serah be arung noob,"['serah', 'be', 'arung', 'noob']"
"hm kamu ketahuan, brengsek.'",1,0,hem berengsek,"['hem', 'berengsek']"
PENGGUNA PENGGUNA PENGGUNA Pidato-pidato yang tidak penting untuk didengar... Membuat Indonesia tidak maju...,1,0,pidato pidato dengar indonesia maju,"['pidato', 'pidato', 'dengar', 'indonesia', 'maju']"
"USER USER Aduh brengsek, gak usah fitnah fitnah ya.",1,0,aduh berengsek fitnah fitnah ya,"['aduh', 'berengsek', 'fitnah', 'fitnah', 'ya']"
PENGGUNA bodoh :(',1,0,bodoh,['bodoh']
"Usir Duta Besar Myanmar dari Indonesia, tanah air negara ini haram bagi mereka. Dan untuk saudara-saudaraku yang beragama Budha... URL",0,1,usir duta myanmar indonesia tanah air negara haram saudara saudara agama buddha uniform resource locator,"['usir', 'duta', 'myanmar', 'indonesia', 'tanah', 'air', 'negara', 'haram', 'saudara', 'saudara', 'agama', 'buddha', 'uniform', 'resource', 'locator']"
"Di manakah lokasi RT USER Putra Daerah? Sudah Saatnya Siliwangi Diganti Ondel Ondel Pak, PENGGUNA YANG Serius....",1,0,lokasi putra daerah siliwangi ganti ondel ondel serius,"['lokasi', 'putra', 'daerah', 'siliwangi', 'ganti', 'ondel', 'ondel', 'serius']"
USER USER Banyak antek-antek yang mulai unjuk gigi untuk membela majikan terkutuk mereka di China agar tidak menghadapi proses hukum...antek-antek cilik cari muka',0,1,antek antek unjuk gigi bela majikan kutuk cina hadap proses hukum antek antek cilik cari muka,"['antek', 'antek', 'unjuk', 'gigi', 'bela', 'majikan', 'kutuk', 'cina', 'hadap', 'proses', 'hukum', 'antek', 'antek', 'cilik', 'cari', 'muka']"
"Saya asli, beragama Kristen dan mendukung Ahok. Tapi saya sangat menentang orang bodoh dan bodoh seperti Steven Hadisurya Sulistyo.",1,0,asli agama kristen dukung ahok orang bodoh bodoh sepe i steven hadisurya sulistyo,"['asli', 'agama', 'kristen', 'dukung', 'ahok', 'orang', 'bodoh', 'bodoh', 'sepe', 'i', 'steven', 'hadisurya', 'sulistyo']"
"USER USER Kalau menurutnya tidak menyenangkan/haram, berarti dia kafir. Memperbaiki!'",1,0,senang haram bera i kafir,"['senang', 'haram', 'bera', 'i', 'kafir']"
"RT USER Goreng terus zona...yang penting naikkan nilai Prabowo, pukul saja...tabrak saja dia...",1,0,goreng zona nilai prabowo tabrak,"['goreng', 'zona', 'nilai', 'prabowo', 'tabrak']"
"#Pemimpin kafir malah berani menegur ulama, apalagi kalian rakyat biasa. #rejectinfidelleaders #stopcriminizationofulama",1,0,pimpin kafir berani tegur ulama rakyat rejectinfidelleaders stopcriminizationofulama,"['pimpin', 'kafir', 'berani', 'tegur', 'ulama', 'rakyat', 'rejectinfidelleaders', 'stopcriminizationofulama']"
"USER USER USER USER USER USER USER USER Apakah Anda tidak ingin membuka Twitter dari kemarin. Hobinya mengkritik presiden tapi aktivitasnya hanya onani sambil membuat film porno, om. Sedih \xf0\x9f\x98\x82\xf",1,0,buka twitter kemarin hobi kritik presiden aktivitas onani film porno om sedih,"['buka', 'twitter', 'kemarin', 'hobi', 'kritik', 'presiden', 'aktivitas', 'onani', 'film', 'porno', 'om', 'sedih']"
"USER USER USER sambal hanya bisa pakai bbm.n facrbook.n!! Masalah politik apa yang kamu tahu, itu berita yang sampah gambar",1,0,sambal pakai bahan bakar minyak facebook politik berita sampah gambar,"['sambal', 'pakai', 'bahan', 'bakar', 'minyak', 'facebook', 'politik', 'berita', 'sampah', 'gambar']"
Suu Kyi antek komunis? PENGGUNA: Satire Suu Kyi Duterte: Memenangkan Hadiah Nobel Perdamaian,1,0,suu kyi antek komunis satire suu kyi dute e menang hadiah nobel damai,"['suu', 'kyi', 'antek', 'komunis', 'satire', 'suu', 'kyi', 'dute', 'e', 'menang', 'hadiah', 'nobel', 'damai']"
"Besok kalau Prabowo maju capres lagi dan teriak soal pendidikan lagi, jangan percaya. Dia bahkan tidak membangun sekolah yang terbakar.",1,0,besok prabowo maju calon presiden teriak didik percaya bangun sekolah bakar,"['besok', 'prabowo', 'maju', 'calon', 'presiden', 'teriak', 'didik', 'percaya', 'bangun', 'sekolah', 'bakar']"
KASUS SARACEN: Pengacara Sebut Asma Dewi Relawan Anies-Sandi,1,0,saracen acara asma dewi rawan anies sandi,"['saracen', 'acara', 'asma', 'dewi', 'rawan', 'anies', 'sandi']"
"Agama selain Islam hidup nyaman di Tiongkok, hidup berkelimpahan. URL",0,1,agama islam hidup nyaman tiongkok hidup limpah uniform resource locator,"['agama', 'islam', 'hidup', 'nyaman', 'tiongkok', 'hidup', 'limpah', 'uniform', 'resource', 'locator']"
Korupsi E-KTP terjadi pada era SBY Pak Tengku URL,1,0,korupsi e kartu tanda duduk era susilo bambang yudhoyono tengku uniform resource locator,"['korupsi', 'e', 'kartu', 'tanda', 'duduk', 'era', 'susilo', 'bambang', 'yudhoyono', 'tengku', 'uniform', 'resource', 'locator']"
USER Pak USER Kementerian Agama harus membongkar cara-cara Islam merendahkan dan menindas umatnya,0,1,menteri agama bongkar islam rendah tindas umat,"['menteri', 'agama', 'bongkar', 'islam', 'rendah', 'tindas', 'umat']"
"PENGGUNA Wabah, dahi seperti Yahudi pasti penuh orang yang membencimu'",1,0,wabah dahi sepe i yahudi penuh orang benci,"['wabah', 'dahi', 'sepe', 'i', 'yahudi', 'penuh', 'orang', 'benci']"
Rezim penggugat... disebar media dan buzzer seolah ulah JKW. Itu hanya tanda tangan. URL,1,0,rezim gugat sebar media buzzer olah ulah jokowi tanda tangan uniform resource locator,"['rezim', 'gugat', 'sebar', 'media', 'buzzer', 'olah', 'ulah', 'jokowi', 'tanda', 'tangan', 'uniform', 'resource', 'locator']"
Hancurkan tirani!! Jangan biarkan diri Anda dikalahkan oleh tirani. Ahok sudah terjatuh. Kami memiliki satu tugas lagi.,1,0,hancur tirani biar kalah tirani ahok jatuh milik tugas,"['hancur', 'tirani', 'biar', 'kalah', 'tirani', 'ahok', 'jatuh', 'milik', 'tugas']"
Pks USER harus sadar diri. Masyarakat tidak percaya pada PKS karena mereka adalah agen korupsi dan kemunafikan',0,1,partai adil sejahtera sadar masyarakat percaya partai adil sejahtera agen korupsi munafik,"['partai', 'adil', 'sejahtera', 'sadar', 'masyarakat', 'percaya', 'partai', 'adil', 'sejahtera', 'agen', 'korupsi', 'munafik']"
"Bung Karno juga dikhianati oleh PKI yang mayoritas adalah orang Jawa, kemudian PKI dibantai lagi oleh Pak Harto yang berasal dari Jawa. \n\nSekarang Jokowi mewakili suara mayoritas masyarakat Jawa yang pro-asing.'",1,0,karno khianat partai komunis indonesia mayoritas orang jawa partai komunis indonesia bantai o jawa jokowi wakil suara mayoritas masyarakat jawa pro asing,"['karno', 'khianat', 'partai', 'komunis', 'indonesia', 'mayoritas', 'orang', 'jawa', 'partai', 'komunis', 'indonesia', 'bantai', 'o', 'jawa', 'jokowi', 'wakil', 'suara', 'mayoritas', 'masyarakat', 'jawa', 'pro', 'asing']"
PENGGUNA Diemlu bangke',1,0,diam lu bangkai,"['diam', 'lu', 'bangkai']"
Mereka akan semakin nekat jika ketahuan menjebak Pak Jokowi sebagai diktator &amp; URL anti Islam,1,0,nekat jebak jokowi diktator amp uniform resource locator anti islam,"['nekat', 'jebak', 'jokowi', 'diktator', 'amp', 'uniform', 'resource', 'locator', 'anti', 'islam']"
"Satu demi satu, semua akan tergantikan pada waktunya. Setelah Gubernur Jakarta jatuh ke tangan Pak Anies dan Bang Sandi; ; Kini saatnya Presiden, Insya Allah, beralih ke Pak Prabowo di tahun 2019; ; #2019GantiPresiden",1,0,ganti gubernur jaka a jatuh tangan anies bang sandi presiden insya allah alih prabowo 2019 2019 ganti presiden,"['ganti', 'gubernur', 'jaka', 'a', 'jatuh', 'tangan', 'anies', 'bang', 'sandi', 'presiden', 'insya', 'allah', 'alih', 'prabowo', '2019', '2019', 'ganti', 'presiden']"
"PENGGUNA sudah tahu dia akan berbuat curang, tapi dia tetap saja akan diretas. kamu juga bajingan'",1,0,curang retas bajing,"['curang', 'retas', 'bajing']"
PENGGUNA APA-APAAN ITU KAPITALISME HAHAHA. kalian pengikut komunis.,0,1,kapitalisme haha komunis,"['kapitalisme', 'haha', 'komunis']"
"Ini Gubernur Pribumi, oke? #2019GantiPresiden",1,0,gubernur pribumi oke 2019 ganti presiden,"['gubernur', 'pribumi', 'oke', '2019', 'ganti', 'presiden']"
ERA SBY: Kemana Uang Negara untuk Proyek Macet...,0,1,era susilo bambang yudhoyono uang negara proyek macet,"['era', 'susilo', 'bambang', 'yudhoyono', 'uang', 'negara', 'proyek', 'macet']"
Lembaga survei USER bagian dari tim Jokowi jadi diragukan independensinya ya?,1,0,lembaga survei tim jokowi ragu independensinya ya,"['lembaga', 'survei', 'tim', 'jokowi', 'ragu', 'independensinya', 'ya']"
"USER Cebong tidak berpikir sejauh itu, berapa km yang dibutuhkan untuk membangun jalan tersebut.\n\nSetelah itu dia menjadi satpam rupiah.'",0,1,cebong pikir km butuh bangun jalan satpam rupiah,"['cebong', 'pikir', 'km', 'butuh', 'bangun', 'jalan', 'satpam', 'rupiah']"
Jangan ragu untuk segera menghancurkan PKI,0,1,ragu hancur partai komunis indonesia,"['ragu', 'hancur', 'partai', 'komunis', 'indonesia']"
PENGGUNA Hauahahaha muke banci kecoa kafir z\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',1,0,haha muka banci kecoa kafir z,"['haha', 'muka', 'banci', 'kecoa', 'kafir', 'z']"
USER USER USER USER USER USER USER USER USER USER itu BEM SI di ITB dimana suaranya? Jangan ikut penumpasan cebong',0,1,badan eksekutif mahasiswa sih institut teknologi bandung suara tumpas cebong,"['badan', 'eksekutif', 'mahasiswa', 'sih', 'institut', 'teknologi', 'bandung', 'suara', 'tumpas', 'cebong']"
PENGGUNA : Si AHOAK PENGGUNA CINA PENYEDIA ANJING penghujat ISLAM....!!!,1,0,sih ahok cina sedia anjing hujat islam,"['sih', 'ahok', 'cina', 'sedia', 'anjing', 'hujat', 'islam']"
USER Bajingan itulah yang bereaksi negatif',0,1,bajing reaksi negatif,"['bajing', 'reaksi', 'negatif']"
"otak toilet, otak babi, yang menerima Ahok sebagai kafir & kamu, Ahok sebagai kafir, bukan sekedar menghina, kamu sudah menganggap Islam itu sampah",1,0,otak toilet otak babi terima ahok kafir ahok kafir hina anggap islam sampah,"['otak', 'toilet', 'otak', 'babi', 'terima', 'ahok', 'kafir', 'ahok', 'kafir', 'hina', 'anggap', 'islam', 'sampah']"
USER USER USER USER Belaga pilon lo cebong!\xf0\x9f\x98\x82\nTolong gulir! \nPonselmu sungguh pintar! Tapi otakmu ada di ujung pantatmu..\xf0\x9f\x98\x9c',1,0,belaga pilon cebong tolong gulir ponselmu sungguh pintar otak ujung pantat,"['belaga', 'pilon', 'cebong', 'tolong', 'gulir', 'ponselmu', 'sungguh', 'pintar', 'otak', 'ujung', 'pantat']"
"Penggemar botol tidak punya otak, dongo sudah terlambat\xf0\x9f\x98\x8f'",0,1,gemar botol otak dongok lambat,"['gemar', 'botol', 'otak', 'dongok', 'lambat']"
TNI menghimbau agar 30S diwaspadai karena pemerintah saat ini pro-Komunis PKI,0,1,tentara nasional indonesia imbau puluh detik waspada perintah pro komunis partai komunis indonesia,"['tentara', 'nasional', 'indonesia', 'imbau', 'puluh', 'detik', 'waspada', 'perintah', 'pro', 'komunis', 'partai', 'komunis', 'indonesia']"
