Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Dikelilingi Kantor LBH Jakarta,1,0,0,1,0,0,0,0,1,0,0,1,kepung kantor jaka a,"['kepung', 'kantor', 'jaka', 'a']"
RT USER : Iya... Ahog tak pantas jadi pemimpin.. Wajar saja kalau penghujat dijebloskan ke penjara!!! https:\/\/t.co\/YhhO40QWXS,1,1,1,0,0,0,0,0,1,0,0,1,iya ahok pimpin nista agama penjara hypertext transfer protocol over secure socket layer t co yhho40qwxs,"['iya', 'ahok', 'pimpin', 'nista', 'agama', 'penjara', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'yhho40qwxs']"
"Hati-hati!, kali ini kita akan mengusir Ahmadiyah, nanti yang Kristen, disusul Budha, Hindu, dan Sunni juga akan diusir...",1,0,0,1,1,0,0,0,0,0,0,1,hati hati kali usir ahmadiyah kristen susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'usir', 'ahmadiyah', 'kristen', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
Pemerintah sebaiknya tidak memihak Bastian. Kami akan pecat Jokowi jika tidak ikut dan menghalangi Aksi Bela Islam.,1,0,1,0,0,0,0,0,1,0,0,1,perintah bastian lengser jokowi halang halang aksi bela islam,"['perintah', 'bastian', 'lengser', 'jokowi', 'halang', 'halang', 'aksi', 'bela', 'islam']"
"Tanu baru saja mengusirnya, bukankah dia orang Cina?",1,0,1,0,0,1,0,0,0,0,0,1,tanu usir cina,"['tanu', 'usir', 'cina']"
Butuh waktu lama untuk berperang dengan Tiongkok atau mengusir Tiongkok dari tanah Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,perang cina usir cina bumi indonesia,"['perang', 'cina', 'usir', 'cina', 'bumi', 'indonesia']"
"Jika tidak, Fahri Hamzah akan didepak dari DPR.",1,0,1,0,0,0,0,0,1,0,0,1,fahri hamzah usir dewan wakil rakyat,"['fahri', 'hamzah', 'usir', 'dewan', 'wakil', 'rakyat']"
Komite Pemberantasan Korupsi?? Dibubarkan!!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi bubar,"['komisi', 'berantas', 'korupsi', 'bubar']"
"Saya masih percaya dengan China, saya heran... semua pejabat di Indonesia sama, China bajingan dan Kristen. menegakkan hukum Islam, mengusir Tiongkok.",1,1,0,1,1,1,0,0,0,0,0,1,percaya cina heran jabat indonesia jongos cina kristen tegak hukum islam usir cina,"['percaya', 'cina', 'heran', 'jabat', 'indonesia', 'jongos', 'cina', 'kristen', 'tegak', 'hukum', 'islam', 'usir', 'cina']"
HANCURKAN PKI? Rasakan URL-nya,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Singkirkan rezim Jokowi secepatnya agar negara tidak semakin terpuruk dan berantakan,1,0,1,0,0,0,0,0,1,0,0,1,lengser rezim jokowi cepat negara hancur amburadul,"['lengser', 'rezim', 'jokowi', 'cepat', 'negara', 'hancur', 'amburadul']"
"USER Pak USER mengartikan Ijab & Qabul sebagai akad nikah yang baik, guna membuang ajaran Islam.",1,0,0,1,1,0,0,0,0,0,0,1,menga ikan ijab kabul janji nikah langkah rangka buang islam,"['menga', 'ikan', 'ijab', 'kabul', 'janji', 'nikah', 'langkah', 'rangka', 'buang', 'islam']"
"Ingin Ahok keluar dari penjara? Jangan demo Rutan, tapi demo Jokowi minta amnesti atau grasi. Kalau tidak dikabulkan, hapus Ucapan Selamat 2 Tahun untuk Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,ahok jeruji demo rumah tahan demo jokowi amnesti grasi kasih lengser jokowi salam,"['ahok', 'jeruji', 'demo', 'rumah', 'tahan', 'demo', 'jokowi', 'amnesti', 'grasi', 'kasih', 'lengser', 'jokowi', 'salam']"
Mari kita lawan dan hancurkan rezim antek komunis China!!!,1,1,1,0,0,1,0,0,0,0,0,1,mari lawan hancur rezim kocak jongos cina komunis,"['mari', 'lawan', 'hancur', 'rezim', 'kocak', 'jongos', 'cina', 'komunis']"
"Semakin nakal polisi dengan kasus palsu, semakin kuat minat umat Islam untuk menggulingkan Jokowi pada tahun 2019...",1,0,1,0,0,0,0,0,1,0,0,1,nakal polisi kuat animo umat islam lengser jokowi 2019,"['nakal', 'polisi', 'kuat', 'animo', 'umat', 'islam', 'lengser', 'jokowi', '2019']"
PENGGUNA RT Usir Duta Besar Myanmar,1,0,1,0,0,1,0,0,0,0,0,1,usir duta myanmar,"['usir', 'duta', 'myanmar']"
USER USER segera tangkap bajingan ini!! URL,1,1,1,0,0,0,0,0,1,0,0,1,tangkap ustaz bajing uniform resource locator,"['tangkap', 'ustaz', 'bajing', 'uniform', 'resource', 'locator']"
Simpan PENGGUNA KPK Tolak Rekomendasi & Bubarkan Pansus KPK! - Tanda tangani petisinya! URL melalui USER,1,0,0,1,0,0,0,0,1,0,0,1,save komisi berantas korupsi tolak rekomendasi amp bubar panitia khusus angket komisi berantas korupsi tanda tangan petisi uniform resource locator via,"['save', 'komisi', 'berantas', 'korupsi', 'tolak', 'rekomendasi', 'amp', 'bubar', 'panitia', 'khusus', 'angket', 'komisi', 'berantas', 'korupsi', 'tanda', 'tangan', 'petisi', 'uniform', 'resource', 'locator', 'via']"
USER Tangkap pelaku penodaan agama yang menghujat Kitab Suci semua agama,1,0,1,0,1,0,0,0,0,0,0,1,tangkap sih gerung nista kitab suci agama,"['tangkap', 'sih', 'gerung', 'nista', 'kitab', 'suci', 'agama']"
"RT USER USER Semakin KPK menangkap Koruptor, semakin menunjukkan kegagalan KPK. Bubarkan polisi dan kejaksaan",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi tangkap koruptor komisi berantas korupsi gagal bubar serah polisi jaksa,"['komisi', 'berantas', 'korupsi', 'tangkap', 'koruptor', 'komisi', 'berantas', 'korupsi', 'gagal', 'bubar', 'serah', 'polisi', 'jaksa']"
HANCURKAN PKI,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia musnah,"['ganyang', 'partai', 'komunis', 'indonesia', 'musnah']"
TERNYATA JOKOWI KOMUNIS!!!! DOWN!!!! URL,1,0,1,0,0,1,0,0,0,0,0,1,nyata jokowi komunis lengser uniform resource locator,"['nyata', 'jokowi', 'komunis', 'lengser', 'uniform', 'resource', 'locator']"
USER USER HTI dan Wahhabisme mungkin layak dibubarkan,1,0,0,1,1,0,0,0,0,0,0,1,hati wahabi mugkin layak bubar,"['hati', 'wahabi', 'mugkin', 'layak', 'bubar']"
RT USER USER USER USER USER USER USER USER Pukul Jokowii,1,0,1,0,0,0,0,0,1,0,0,1,hajar jokowi,"['hajar', 'jokowi']"
Saya keberatan diwakili Setya Novanto di DPR-RI. Memecat Setya Novanto dari DPR-RI.,1,0,1,0,0,0,0,0,1,0,0,1,berat wakil setya novanto dewan wakil rakyat ri pecat setya novanto dewan wakil rakyat ri,"['berat', 'wakil', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri', 'pecat', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri']"
RT USER : Betul..... PKI adalah zombie yang mengancam NKRI. Dan hanya umat Islam yang mampu menghancurkan URL PKI,1,0,0,1,0,1,0,0,0,0,0,1,partai komunis indonesia zombi ancam negara republik indonesia umat islam ganyang partai komunis indonesia uniform resource locator,"['partai', 'komunis', 'indonesia', 'zombi', 'ancam', 'negara', 'republik', 'indonesia', 'umat', 'islam', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
"Jika istana dikuasai komunis, apa yang harus dilakukan rakyat? gulingkan jokowi jokowi, diktator rakyat bersama TNI URL",1,0,1,0,0,0,0,0,1,0,0,1,istana asai komunis rakyat lengser jokowi jokowi diktator rakyat tentara nasional indonesia uniform resource locator,"['istana', 'asai', 'komunis', 'rakyat', 'lengser', 'jokowi', 'jokowi', 'diktator', 'rakyat', 'tentara', 'nasional', 'indonesia', 'uniform', 'resource', 'locator']"
Namun massa terus melakukan provokasi dengan meneriakkan “Hancurkan PKI!”,1,0,0,1,0,0,0,0,1,0,0,1,massa provokasi be eriak ganyang partai komunis indonesia,"['massa', 'provokasi', 'be', 'eriak', 'ganyang', 'partai', 'komunis', 'indonesia']"
PENGGUNA Rezim Anti-Islam! Tumbangkan 2019!,1,0,1,0,1,0,0,0,0,0,0,1,rezim anti islam tumbang 2019,"['rezim', 'anti', 'islam', 'tumbang', '2019']"
"PENGGUNA PENGGUNA Kalau ngaku negara demokrasi, bubarkan saja Komisi Pemberantasan Korupsi!!",1,0,0,1,0,0,0,0,1,0,0,1,negara demokrasi ya bubar komisi berantas korupsi,"['negara', 'demokrasi', 'ya', 'bubar', 'komisi', 'berantas', 'korupsi']"
USER USER Bubarkan acara PKI!!!!,1,0,0,1,0,1,0,0,0,0,0,1,bubar acara partai komunis indonesia,"['bubar', 'acara', 'partai', 'komunis', 'indonesia']"
PENGGUNA PENGGUNA Ormas yang menghancurkan NKRI harus dibubarkan. !! Masih ingat PKI??,1,0,0,1,0,0,0,0,1,0,0,1,organisasi masyarakat hancur negara republik indonesia wajib bubar partai komunis indonesia,"['organisasi', 'masyarakat', 'hancur', 'negara', 'republik', 'indonesia', 'wajib', 'bubar', 'partai', 'komunis', 'indonesia']"
Gulingkan Jokowi Secara Radikal Singkirkan JOKOWI,1,0,1,0,0,0,0,0,1,0,0,1,tumbang jokowi radikal lengser jokowi,"['tumbang', 'jokowi', 'radikal', 'lengser', 'jokowi']"
AHOKER CINA SEKARANG TELANJANG & AKAN MEMBAYAR ALAT TRADISIONAL + KORUPSI UNTUK LEGALISASI KEGIATANNYA CHINA = BANGSA DI INDONESIA BUKAN SUKU YANG MEMBUKA CHINA,1,0,0,1,0,1,0,0,0,0,0,1,cina ahoker berani bayar pribumi aparat aparat korup legal aktivitas cina bangsa suku indonesia usir cina,"['cina', 'ahoker', 'berani', 'bayar', 'pribumi', 'aparat', 'aparat', 'korup', 'legal', 'aktivitas', 'cina', 'bangsa', 'suku', 'indonesia', 'usir', 'cina']"
"Tiongkok, tinggalkan kakimu di istana!",1,0,0,1,0,1,0,0,0,0,0,1,cina angkat kaki istana,"['cina', 'angkat', 'kaki', 'istana']"
"Usir saja, bila perlu, pukul jika terbukti mendukung radikalisme",1,0,1,0,0,0,0,0,1,0,0,1,lengser gebuk bukti dukung radikalisme,"['lengser', 'gebuk', 'bukti', 'dukung', 'radikalisme']"
"Menurut TAP MPRS, dia harus dipecat..kalau jokowi diam..berarti jokowi pelanggar TAP MPRS! layak untuk digulingkan! Kalau MPR takut... 98 ULANGI",1,0,1,0,0,0,0,0,1,0,0,1,sesuai tap majelis musyawarat rakyat pecat jokowi diam jokowi langgar tap majelis musyawarat rakyat layak lengser majelis musyawarat rakyat takut 98 ulang,"['sesuai', 'tap', 'majelis', 'musyawarat', 'rakyat', 'pecat', 'jokowi', 'diam', 'jokowi', 'langgar', 'tap', 'majelis', 'musyawarat', 'rakyat', 'layak', 'lengser', 'majelis', 'musyawarat', 'rakyat', 'takut', '98', 'ulang']"
PENGGUNA RT: PENGGUNA PENGGUNA PENGGUNA Hapus PDI P karena PDI P merupakan perubahan nama dari PKI,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai demokrasi indonesia p partai demokrasi indonesia p ubah nama partai komunis indonesia,"['ganyang', 'partai', 'demokrasi', 'indonesia', 'p', 'partai', 'demokrasi', 'indonesia', 'p', 'ubah', 'nama', 'partai', 'komunis', 'indonesia']"
Pergantian Presiden 2019_Yang suka menebar janji akan mundur dari jabatannya,1,0,1,0,0,0,0,0,1,0,0,1,2019 ganti presiden suka umbar janji lengser,"['2019', 'ganti', 'presiden', 'suka', 'umbar', 'janji', 'lengser']"
"Wah, dimana ini? Jadi sudah disepakati bahwa China harus diusir dari negara ini",1,0,0,1,0,1,0,0,0,0,0,1,tuju usir cina negeri,"['tuju', 'usir', 'cina', 'negeri']"
Mengajak mendesak pemerintah mengeluarkan peraturan Islam yang dilarang di Indonesia. USER dapat menerima salam dari USER,1,0,0,1,1,0,0,0,0,0,0,1,ajak desak perintah atur islam larang indonesia salam,"['ajak', 'desak', 'perintah', 'atur', 'islam', 'larang', 'indonesia', 'salam']"
menggulingkan Jokowi. Buktikan bahwa Anda menyukai toilet. ha ha ha,1,1,1,0,0,0,0,0,1,0,0,1,lengser jokowi bukti cinta jamban wkwk,"['lengser', 'jokowi', 'bukti', 'cinta', 'jamban', 'wkwk']"
Ratusan Ormas Islam Gerebek LBH Jakarta: Hancurkan PKI! URL URL,1,0,0,1,0,1,0,0,0,0,0,1,ratus massa organisasi masyarakat islam gerebek jaka a ganyang partai komunis indonesia uniform resource locator uniform resource locator,"['ratus', 'massa', 'organisasi', 'masyarakat', 'islam', 'gerebek', 'jaka', 'a', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
usir umat Buddha Myanmar dari URL landa Indonesia,1,0,0,1,1,1,0,0,0,0,0,1,usir buddha myanmar bumi indonesia uniform resource locator,"['usir', 'buddha', 'myanmar', 'bumi', 'indonesia', 'uniform', 'resource', 'locator']"
"Fahri Hamzah membela Prabowo terkait bantuan pemerintah Jokowi kepada Rohingya. Bubarkan PKI, bubarkan PKI",1,0,0,1,0,1,0,0,0,0,0,1,fahri hamzah bela prabowo pe olongan perintah jokowi rohingya bubar partai komunis indonesia bubar partai komunis indonesia,"['fahri', 'hamzah', 'bela', 'prabowo', 'pe', 'olongan', 'perintah', 'jokowi', 'rohingya', 'bubar', 'partai', 'komunis', 'indonesia', 'bubar', 'partai', 'komunis', 'indonesia']"
SELAMA REZIM JOKOWI TIDAK JATUH MAKA KEADILAN HANYA UNTUK PENGUASA. SATU-SATUNYA CARA MENGHAPUS JOKOWI.,1,0,1,0,0,0,0,0,1,0,0,1,rezim jokowi lengser adil kuasa jalan lengser jokowi,"['rezim', 'jokowi', 'lengser', 'adil', 'kuasa', 'jalan', 'lengser', 'jokowi']"
"USER RT USER Bubarkan saja DPR, korupsi pasti berhenti",1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat nya stop korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'nya', 'stop', 'korupsi']"
RT PKI atau PENGGUNA Khilafah sama-sama anti Pancasila... Bubarkan dan tangkap DPR yang mendukungnya...,1,0,0,1,0,0,0,0,1,0,0,1,partai komunis indonesia khilafah anti pancasila bubar tangkap dewan wakil rakyat dukung,"['partai', 'komunis', 'indonesia', 'khilafah', 'anti', 'pancasila', 'bubar', 'tangkap', 'dewan', 'wakil', 'rakyat', 'dukung']"
Itulah Menteri Perdagangan asal China... yang sudah lama tinggal dan mencari makan di Indonesia namun tetap ingin mencari masalah dengan penduduk asli. Usir dia dari Republik Indonesia...,1,0,1,0,0,1,0,0,0,0,0,1,menteri dagang cina tumpang cari makan hidup indonesia cari perkara pribumi usir negara republik indonesia,"['menteri', 'dagang', 'cina', 'tumpang', 'cari', 'makan', 'hidup', 'indonesia', 'cari', 'perkara', 'pribumi', 'usir', 'negara', 'republik', 'indonesia']"
RT USER USER Umat Islam dibutuhkan hanya saat pemilu... setelah itu mereka diinjak. Mari kita masukkan partai politik dan rezim yang anti-Islam ke dalam daftar hitam.,1,0,0,1,1,0,0,0,0,0,0,1,umat islam butuh pas pilih injak ayo daftar hitam ai politik rezim anti islam,"['umat', 'islam', 'butuh', 'pas', 'pilih', 'injak', 'ayo', 'daftar', 'hitam', 'ai', 'politik', 'rezim', 'anti', 'islam']"
Pengguna RT,1,0,0,1,0,0,0,0,1,0,0,1,busuk sih lihat salah orang salah lihat bubar panitia khusus angket komisi berantas korupsi,"['busuk', 'sih', 'lihat', 'salah', 'orang', 'salah', 'lihat', 'bubar', 'panitia', 'khusus', 'angket', 'komisi', 'berantas', 'korupsi']"
Tangkap Ahok dan kelompoknya yang memalsukan e-KTP karena mengkhianati bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1,tangkap ahok kelompok nya laku palsu e kartu tanda duduk rupa khianat bangsa negara,"['tangkap', 'ahok', 'kelompok', 'nya', 'laku', 'palsu', 'e', 'kartu', 'tanda', 'duduk', 'rupa', 'khianat', 'bangsa', 'negara']"
Penangkapan masyarakat terhadap Ahok bersama FPI Indonesia akan hancur tanpa ulama.,1,0,1,0,0,0,0,0,1,0,0,1,tangkap ahok rakyat front bela islam indonesia hancur ulama,"['tangkap', 'ahok', 'rakyat', 'front', 'bela', 'islam', 'indonesia', 'hancur', 'ulama']"
"Nampaknya kini NKRI ingin dijadikan seperti KOREA UTARA oleh rezim Jokowi! Blokir Jokowi, hapus Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,lihat negara republik indonesia sepe i korea utara rezim jokowi blokir jokowi lengser jokowi,"['lihat', 'negara', 'republik', 'indonesia', 'sepe', 'i', 'korea', 'utara', 'rezim', 'jokowi', 'blokir', 'jokowi', 'lengser', 'jokowi']"
"SELAMATKAN INDONESIA! Ayo, penjarakan aku! gulingkan jokowi!",1,0,1,0,0,0,0,0,1,0,0,1,selamat indonesia ayo penjara ahok lengser jokowi,"['selamat', 'indonesia', 'ayo', 'penjara', 'ahok', 'lengser', 'jokowi']"
PENGGUNA HAPUS KPK!!,1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi,"['bubar', 'komisi', 'berantas', 'korupsi']"
Keputusan PENGGUNA...bubarkan DPR...,1,0,0,1,0,0,0,0,1,0,0,1,dekrit bubar dewan wakil rakyat,"['dekrit', 'bubar', 'dewan', 'wakil', 'rakyat']"
"Pengusaha China: Kalau Reklamasi Pulau G Dibatalkan, Jokowi Akan Kita Singkirkan! URL",1,0,1,0,0,0,0,0,1,0,0,1,usaha cina reklamasi pulau batal jokowi lengser uniform resource locator,"['usaha', 'cina', 'reklamasi', 'pulau', 'batal', 'jokowi', 'lengser', 'uniform', 'resource', 'locator']"
"ayo kita usir dan bantai saja semua umat Hindu Budha di Indonesia, biar mereka tahu seperti apa.... URL",1,0,0,1,1,0,0,0,0,0,0,1,usir bantai orang hindu buddha indonesia biar tau uniform resource locator,"['usir', 'bantai', 'orang', 'hindu', 'buddha', 'indonesia', 'biar', 'tau', 'uniform', 'resource', 'locator']"
"China sudah terkenal dengan tipu muslihatnya, alangkah baiknya jika mereka diusir dan disuruh kembali ke habitat aslinya.",1,0,0,1,0,1,0,0,0,0,0,1,cina kenal trik tipu daya mending usir suruh habitat asli,"['cina', 'kenal', 'trik', 'tipu', 'daya', 'mending', 'usir', 'suruh', 'habitat', 'asli']"
Hapus presiden USER yang lemah,1,0,1,0,0,0,0,0,1,0,0,1,lengser presiden lemah,"['lengser', 'presiden', 'lemah']"
USER USER Bubarkan saja DPR...,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
PENGGUNA Pers harus mempunyai program yang besar dan berkelanjutan untuk menghilangkan Islam dari Indonesia karena tidak ada manfaatnya,1,0,0,1,1,0,0,0,0,0,0,1,pers program sambung buang islam indonesia manfaat,"['pers', 'program', 'sambung', 'buang', 'islam', 'indonesia', 'manfaat']"
RT USER Terus Usut Korupsi Sandiaga dan Anies di Pameran Buku Jerman! Batalkan penunjukan Anies-Sandi!!!,1,0,0,1,0,0,0,0,1,0,0,1,usut sandiaga korupsi anies pamer buku jerman batal angkat anies sandi,"['usut', 'sandiaga', 'korupsi', 'anies', 'pamer', 'buku', 'jerman', 'batal', 'angkat', 'anies', 'sandi']"
"Polisi saja tidak cukup, pengadilan tidak cukup menegakkan hukum jika masyarakat tidak mendukung, Jokowi-lah yang membuat resah masyarakat, menggulingkannya.",1,0,1,0,0,0,0,0,1,0,0,1,polisi adil tegak hukum dukung rakyat jokowi bikin rakyat resah lengser,"['polisi', 'adil', 'tegak', 'hukum', 'dukung', 'rakyat', 'jokowi', 'bikin', 'rakyat', 'resah', 'lengser']"
"jatuhkan jokowi! Ayo mahasiswa, jangan hanya nongkrong di TV, jadilah penonton acara Alay. Nenek moyangmu memanggilmu!! PENGGUNA PENGGUNA",1,0,1,0,0,0,0,0,1,0,0,1,turun jokowi ayo mahasiswa nongkrong televisi tonton acara alay leluhur panggil,"['turun', 'jokowi', 'ayo', 'mahasiswa', 'nongkrong', 'televisi', 'tonton', 'acara', 'alay', 'leluhur', 'panggil']"
Jatuhkan Jokowi! Jokowi adalah kader PKI yang menyamar sebagai Sekjen PKT boneka! Mengapa ada wacana aneh dan membahayakan kedaulatan negara seperti ini pada rezim saat ini?,1,0,1,0,0,0,0,0,1,0,0,1,turun jokowi jokowi kader partai komunis indonesia selubung boneka sekretariat jenderal partai komunis cina wacana aneh bahaya daulat negara rezim,"['turun', 'jokowi', 'jokowi', 'kader', 'partai', 'komunis', 'indonesia', 'selubung', 'boneka', 'sekretariat', 'jenderal', 'partai', 'komunis', 'cina', 'wacana', 'aneh', 'bahaya', 'daulat', 'negara', 'rezim']"
"Semakin banyak korupsi yang kita temukan, semakin menunjukkan bahwa Komisi Pemberantasan Korupsi telah gagal! Bubarkan dan serahkan aparat kepolisian dan kejaksaan",1,0,0,1,0,0,0,0,1,0,0,1,bayak tangkap korupsi komisi berantas korupsi gagal bubar serah polisi jaksa,"['bayak', 'tangkap', 'korupsi', 'komisi', 'berantas', 'korupsi', 'gagal', 'bubar', 'serah', 'polisi', 'jaksa']"
USER Bubarkan DPR...sarang kemiskinan rakyat,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat sarang miskin rakyat,"['bubar', 'dewan', 'wakil', 'rakyat', 'sarang', 'miskin', 'rakyat']"
Jatuhkan PKI...ingat pengkhianatan PKI tahun 1948...URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia khianat partai komunis indonesia 1948 uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'khianat', 'partai', 'komunis', 'indonesia', '1948', 'uniform', 'resource', 'locator']"
"Siap, mari kita rapatkan barisan karena target selanjutnya adalah menggulingkan Pak Jokowi, masih dengan isu PKI, pembela orang-orang kafir, serta umat beragama dan non-pribadi.",1,0,1,0,1,1,0,0,0,0,0,1,mari rapat baris target nya lengser jokowi isu partai komunis indonesia bela kafir pria non pria,"['mari', 'rapat', 'baris', 'target', 'nya', 'lengser', 'jokowi', 'isu', 'partai', 'komunis', 'indonesia', 'bela', 'kafir', 'pria', 'non', 'pria']"
Hancurkan PKI...!!! URL di depan URL Gedung LBH JAKARTA,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia uniform resource locator gedung jaka a uniform resource locator uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'gedung', 'jaka', 'a', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
RT USER: Wanita Indonesia yang memakai burka atau niqab harus diberantas dari Indonesia pak USER USER,1,0,0,1,1,0,0,0,0,0,0,1,perempuan indonesia ber burka cadar harap musnah indonesia,"['perempuan', 'indonesia', 'ber', 'burka', 'cadar', 'harap', 'musnah', 'indonesia']"
"Pengguna RT kelima mengusir umat Budha dan Kristen dari Indonesia, yang terakhir membakar semua rumah umat Kristen dan Budha",1,0,0,1,1,0,0,0,0,0,0,1,usir orang orang buddha kristen indonesia bakar rumah rumah orang orang kristen buddha,"['usir', 'orang', 'orang', 'buddha', 'kristen', 'indonesia', 'bakar', 'rumah', 'rumah', 'orang', 'orang', 'kristen', 'buddha']"
Usir China...tidak menghargainya...,1,0,0,1,0,1,0,0,0,0,0,1,usir cina harga,"['usir', 'cina', 'harga']"
"Alhamdulillah...kita sebagai kriminal sudah menunggu-nunggu gerakan seperti ini, semoga semakin banyak yang golput dan menggulingkan Jokowi :)",1,0,1,0,0,0,0,0,1,0,0,1,alhamdulillah gera sp i mas oknum oknum jahat tunggu moga golput lengser jokowi,"['alhamdulillah', 'gera', 'sp', 'i', 'mas', 'oknum', 'oknum', 'jahat', 'tunggu', 'moga', 'golput', 'lengser', 'jokowi']"
"USER Kalahkan pasukan Kongor yang menyebabkan kerusuhan. ""Simpan saja, jangan biarkan hal bodoh itu mengendur.""",1,1,0,1,0,0,0,0,1,0,0,1,gebuk pasu congor rusuh sikat habis kasih kendor makhluk makhluk sontoloyo,"['gebuk', 'pasu', 'congor', 'rusuh', 'sikat', 'habis', 'kasih', 'kendor', 'makhluk', 'makhluk', 'sontoloyo']"
Indonesia jadi Republik Berisik sejak Presiden USER... gulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,indonesia republik berisik presiden lengser jokowi,"['indonesia', 'republik', 'berisik', 'presiden', 'lengser', 'jokowi']"
IQ 200 Lihat Pelanggaran HAM di Myanmar 1. Usir Duta Besar Myanmar 2. Usir Umat Buddha di Indonesia USER USER USER,1,0,0,1,1,0,0,0,0,0,0,1,intelligence quotient 200 lihat langgar ham myanmar 1 usir duta myanmar 2 usir orang agama buddha indonesia,"['intelligence', 'quotient', '200', 'lihat', 'langgar', 'ham', 'myanmar', '1', 'usir', 'duta', 'myanmar', '2', 'usir', 'orang', 'agama', 'buddha', 'indonesia']"
RT USER Nanti masyarakat berdemonstrasi untuk membubarkan jagoan korupsi DPR itu,1,0,0,1,0,0,0,0,1,0,0,1,rakyat demo bubar dewan wakil rakyat sih jago korupsi,"['rakyat', 'demo', 'bubar', 'dewan', 'wakil', 'rakyat', 'sih', 'jago', 'korupsi']"
"Dengan kekuatan Islam, kita akan menggulingkan rezim yang mendukung anti-Islam.",1,0,0,1,1,0,0,0,0,0,0,1,kuat islam roboh rezim dukung anti islam,"['kuat', 'islam', 'roboh', 'rezim', 'dukung', 'anti', 'islam']"
Wah keren banget reviewnya.. Hebat.. Lanjutkan perjuangan membela rakyat lemah dan kecil.. Singkirkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,keren bang ulas mantap juang bela rakyat lemah nan lengser jokowi,"['keren', 'bang', 'ulas', 'mantap', 'juang', 'bela', 'rakyat', 'lemah', 'nan', 'lengser', 'jokowi']"
"#2019GantiPresiden di Pilgub DKI 2017, AHOK sudah kami copot, Insya Allah #2019GantiPresiden",1,0,1,0,0,0,0,0,1,0,0,1,2019 ganti presiden pilih kepala daerah daerah khusus ibukota 2017 singkir ahok insya allah 2019 ganti presiden,"['2019', 'ganti', 'presiden', 'pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', '2017', 'singkir', 'ahok', 'insya', 'allah', '2019', 'ganti', 'presiden']"
Hapus Jokowi karena bermain-main dengan hukum,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi main hukum,"['lengser', 'jokowi', 'main', 'hukum']"
"Saudara laki-laki,; ; JIKA MASIH ADA CINTA TERHADAP AGAMA DAN NEGARA INI,; Umat ​​Islam BANGKIT DAN BERGERAK!!!; ; #2019GantiPresiden; Satukan Gerak; #2019Presiden Baru",1,0,0,1,1,0,0,0,0,0,0,1,saudara cinta agama negara umat islam bangkit gerak 2019 ganti presiden gerak 2019 presiden,"['saudara', 'cinta', 'agama', 'negara', 'umat', 'islam', 'bangkit', 'gerak', '2019', 'ganti', 'presiden', 'gerak', '2019', 'presiden']"
musnahkan PKI beserta URL iklan TNI,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia tentara nasional indonesia uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'tentara', 'nasional', 'indonesia', 'uniform', 'resource', 'locator']"
