Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Mohon Polri mengusut Anies Sandi yang jelas-jelas terlibat di Saracen & membatalkan pengangkatannya sesuai hukum yang berlaku. PENGGUNA PENGGUNA,1,0,1,0,0,0,0,0,1,1,0,0,mohon polisi republik indonesia usut anies sandi libat saracen batal angkat sesuai hukum laku,"['mohon', 'polisi', 'republik', 'indonesia', 'usut', 'anies', 'sandi', 'libat', 'saracen', 'batal', 'angkat', 'sesuai', 'hukum', 'laku']"
Beruntung Ahok terjatuh,1,0,1,0,0,0,0,0,1,1,0,0,untung ahok jatuh,"['untung', 'ahok', 'jatuh']"
"USER Kalian para pengikut Rijik yang bodoh, kalian akan menjadi korban pertama UU MD3... kalian para pedagang jangka pendek yang bodoh...'",1,1,0,1,0,0,0,0,1,0,1,0,rizieq bodoh korban pe undang undang md3 dagang jangka pendek bodoh,"['rizieq', 'bodoh', 'korban', 'pe', 'undang', 'undang', 'md3', 'dagang', 'jangka', 'pendek', 'bodoh']"
Silvy JKT Bastards Debat Final Pilkada,1,1,1,0,0,0,0,0,1,1,0,0,silvy jakarta bastards debat final pilih kepala daerah,"['silvy', 'jakarta', 'bastards', 'debat', 'final', 'pilih', 'kepala', 'daerah']"
"Bangsa HaHaHa,,,? Tidak apa-apa, yang penting kamu masih punya moral.\nBegundal bukan URL bajingan palsu\xe2\x80\xa6",1,1,1,0,0,0,0,0,1,1,0,0,bangsa haha moral begundal uniform resource locator bajing palsu,"['bangsa', 'haha', 'moral', 'begundal', 'uniform', 'resource', 'locator', 'bajing', 'palsu']"
RT USER: USER Geng ini selalu membutuhkan orang bodoh untuk menjadi pengikutnya! ... \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1',1,1,0,1,0,0,0,0,1,0,1,0,geng butuh orang bodoh,"['geng', 'butuh', 'orang', 'bodoh']"
"USER makanya saracen mca pasnasbung cuci otak kelompok rinso isis unta gila otak bodoh, apakah masyarakat masih bisa tertipu'",1,1,0,1,0,0,0,0,1,0,1,0,saracen muslim cyber army panasbung cuci otak kelompok rinso isis unta gila otak bodoh masyarakat te ipu,"['saracen', 'muslim', 'cyber', 'army', 'panasbung', 'cuci', 'otak', 'kelompok', 'rinso', 'isis', 'unta', 'gila', 'otak', 'bodoh', 'masyarakat', 'te', 'ipu']"
"PENGGUNA PENGGUNA PENGGUNA Jangan hadapi dia, dia hanya kecebong yang mengembara tanpa tujuan.'",1,1,1,0,0,0,0,0,1,1,0,0,hadap kecebong embara tuju,"['hadap', 'kecebong', 'embara', 'tuju']"
"USER USER Meski diganti kotak kosong, lebih baik Dilan terpilih lagi... #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,ganti kotak kosong dil pilih 2019 ganti presiden,"['ganti', 'kotak', 'kosong', 'dil', 'pilih', '2019', 'ganti', 'presiden']"
RT USER: USER Jangan panggil dia pelan-pelan kak cebong budek all\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,1,0,0,0,1,0,panggil pelan pelan kak cebong budek all,"['panggil', 'pelan', 'pelan', 'kak', 'cebong', 'budek', 'all']"
"Pendukung Tahanan Ahok dan Jokowi Tak Punya Akal Sehat, Bukan PKS yang Kasihan dengan Kaum Cebong",1,1,0,1,0,0,0,0,1,0,1,0,dukung tahan ahok jokowi akal sehat partai adil sejahtera kasihan kaum cebong,"['dukung', 'tahan', 'ahok', 'jokowi', 'akal', 'sehat', 'partai', 'adil', 'sejahtera', 'kasihan', 'kaum', 'cebong']"
PENGGUNA Kamu bodoh.',1,1,1,0,0,0,0,0,1,1,0,0,bodoh,['bodoh']
RT USER: Fakta #AhokSastiTumbang Disebut Fitnah\n#Debat Akhir JKTPilkada,1,0,1,0,0,0,0,0,1,1,0,0,fakta ahoksastitumbang fitnah debat jktpilkada,"['fakta', 'ahoksastitumbang', 'fitnah', 'debat', 'jktpilkada']"
PENGGUNA Ahok layak dinobatkan sebagai babi yang mendengus,1,1,1,0,0,0,0,0,1,1,0,0,ahok layak nobat babi dengus,"['ahok', 'layak', 'nobat', 'babi', 'dengus']"
"Hai kunyuk USER, biar paham ya? Salahkah jika Prabowo Subianto menjadi calon presiden apalagi presiden?! PS Memang cocok jadi calon presiden abadi! URL",1,1,1,0,0,0,0,0,1,1,0,0,hai kunyuk biar paham ya salah prabowo subianto calon presiden presiden play station cocok calon presiden abadi uniform resource locator,"['hai', 'kunyuk', 'biar', 'paham', 'ya', 'salah', 'prabowo', 'subianto', 'calon', 'presiden', 'presiden', 'play', 'station', 'cocok', 'calon', 'presiden', 'abadi', 'uniform', 'resource', 'locator']"
"Slogan yang menipu: Teriakkan Saya Pancasila, Saya Indonesia... (dalam hati saya, AKU KOMUNIS)",1,0,1,0,0,1,0,0,0,1,0,0,slogan tipu ria pancasila indonesia hati komunis,"['slogan', 'tipu', 'ria', 'pancasila', 'indonesia', 'hati', 'komunis']"
PENGGUNA PENGGUNA benar-benar bodoh haha',1,1,1,0,0,0,0,0,1,1,0,0,bodoh haha,"['bodoh', 'haha']"
"Ujaran kebencian melalui perangkat digital sudah berlangsung sejak era SBY, ketika SBY sekedar mengklarifikasi misinformasi dan kini bermain Catch.",1,0,1,0,0,0,0,0,1,1,0,0,benci perangkat digital langsung era susilo bambang yudhoyono susilo bambang yudhoyono klarifikasi misinformasi main catch,"['benci', 'perangkat', 'digital', 'langsung', 'era', 'susilo', 'bambang', 'yudhoyono', 'susilo', 'bambang', 'yudhoyono', 'klarifikasi', 'misinformasi', 'main', 'catch']"
USER Pendukung Suci Bonek Jancok di Indonesia tidak pernah mencuri gorengan dan tidak pernah menjarah warung\nBONEK JANCUK!!\n\nMaaf para rasis tidak tahan lagi\xf0\x9f\x98\x82\xf0\x9f\x98\x82\ xf0 \x9f \x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,dukung suci bonek jancuk indonesia curi goreng jarah warung bonek jancuk maaf racist tahan xf0,"['dukung', 'suci', 'bonek', 'jancuk', 'indonesia', 'curi', 'goreng', 'jarah', 'warung', 'bonek', 'jancuk', 'maaf', 'racist', 'tahan', 'xf0']"
RT USER USER USER USER USER USER USER USER Pukul Jokowii,1,0,1,0,0,0,0,0,1,0,0,1,jokowi,['jokowi']
Gubernur Super Indonesia memang Bangga..?; Beda Kelas dengan Gubernur Reklamasi yang dibanggakan para taipan. ?; #2019GantiPresiden; #2019PresidenBaru; #SatuPeriodeCukup; ;,1,0,1,0,0,0,0,0,1,1,0,0,gubernur super indonesia bangga beda kelas gubernur reklamasi bangga taipan 2019 ganti presiden 2019 presiden satuperiodecukup,"['gubernur', 'super', 'indonesia', 'bangga', 'beda', 'kelas', 'gubernur', 'reklamasi', 'bangga', 'taipan', '2019', 'ganti', 'presiden', '2019', 'presiden', 'satuperiodecukup']"
PENGGUNA YAAAELAAAAAA dasar babi,1,1,1,0,0,0,0,0,1,1,0,0,yaaaelaaaaaa dasar babi,"['yaaaelaaaaaa', 'dasar', 'babi']"
RT USER: Kapan Ustad Ini Fitnah Jokowi Dituding Jadi PKI?,1,0,1,0,0,0,0,0,1,1,0,0,ustad fitnah jokowi tuding partai komunis indonesia,"['ustad', 'fitnah', 'jokowi', 'tuding', 'partai', 'komunis', 'indonesia']"
PENGGUNA PENGGUNA PENGGUNA Daripada Anda BADAN KOMUNIS,1,1,1,0,0,1,0,0,0,1,0,0,badan komunis,"['badan', 'komunis']"
PENGGUNA PENGGUNA Dasar bajingan.....!!!',1,1,1,0,0,0,0,1,0,1,0,0,dasar bajing,"['dasar', 'bajing']"
Anies-Sandi Gunakan Produk URL Saracen,1,0,0,1,0,0,0,0,1,0,1,0,anies sandi produk uniform resource locator saracen,"['anies', 'sandi', 'produk', 'uniform', 'resource', 'locator', 'saracen']"
Rezim taman USER USER sekarang pada tahun 2019; rakyat sudah muak; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0,rezim taman 2019 rakyat muak 2019 ganti presiden,"['rezim', 'taman', '2019', 'rakyat', 'muak', '2019', 'ganti', 'presiden']"
"USER Ya, USER kalah dengan orang-orang taplak meja. Tertawa terbahak-bahak.'",1,1,0,1,0,0,0,0,1,0,1,0,ya kalah orang orang taplak meja te awa bahak bahak,"['ya', 'kalah', 'orang', 'orang', 'taplak', 'meja', 'te', 'awa', 'bahak', 'bahak']"
"USER Cat Tai, China Mulai Intervensi di Wilayah Kalimantan, Hati-Hati Karena Jamban Ahok Simulut",1,1,0,1,0,1,0,0,0,0,1,0,cat tai cina intervensi wilayah kalimantan hati hati jamban ahok si mulut,"['cat', 'tai', 'cina', 'intervensi', 'wilayah', 'kalimantan', 'hati', 'hati', 'jamban', 'ahok', 'si', 'mulut']"
"RT USER: Ketika semua hal yang ditakutkan oleh Prabowo telah berhasil dilakukan oleh Jokowi, apakah masih perlu ada rasa takut terhadap Prabowo?",1,0,1,0,0,0,0,0,1,1,0,0,takut prabowo hasil laku jokowi takut hadap prabowo,"['takut', 'prabowo', 'hasil', 'laku', 'jokowi', 'takut', 'hadap', 'prabowo']"
"Ternyata Pak USER benar, alasan 7 SD di Palangkaraya terbakar hanya untuk memperhatikan dan segera melaksanakan proyek URL.",1,0,1,0,0,0,0,0,1,1,0,0,nyata alas 7 sekolah dasar palangkaraya bakar perhati laksana proyek uniform resource locator,"['nyata', 'alas', '7', 'sekolah', 'dasar', 'palangkaraya', 'bakar', 'perhati', 'laksana', 'proyek', 'uniform', 'resource', 'locator']"
USER Gubernur terpilih kini akan hancur karena ulahnya. Kita akan lihat nanti. Ahok nomor 1.,1,0,1,0,0,0,0,0,1,1,0,0,gubernur pilih hancur ulah lihat ahok nomor 1,"['gubernur', 'pilih', 'hancur', 'ulah', 'lihat', 'ahok', 'nomor', '1']"
PENGGUNA Kamu antek asing',1,0,1,0,0,0,0,0,1,1,0,0,antek asing,"['antek', 'asing']"
USER USER USER USER Wajahmu mirip penis monyet',1,1,1,0,0,0,1,1,0,1,0,0,wajah penis monyet,"['wajah', 'penis', 'monyet']"
Saya keberatan diwakili Setya Novanto di DPR-RI. Memecat Setya Novanto dari DPR-RI.,1,0,1,0,0,0,0,0,1,0,0,1,berat wakil setya novanto dewan wakil rakyat ri pecat setya novanto dewan wakil rakyat ri,"['berat', 'wakil', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri', 'pecat', 'setya', 'novanto', 'dewan', 'wakil', 'rakyat', 'ri']"
"Kita banyak TKI di Hong Kong. Ada juga yang takut TKI terpengaruh Ustad2 212. Menjelang pemilihan presiden, suara di luar negeri harus diamankan. URL",1,0,0,1,0,0,0,0,1,0,1,0,tenaga kerja indonesia hong kong takut tenaga kerja indonesia pengaruh ustaz ustaz 212 jelang pilih presiden suara negeri aman uniform resource locator,"['tenaga', 'kerja', 'indonesia', 'hong', 'kong', 'takut', 'tenaga', 'kerja', 'indonesia', 'pengaruh', 'ustaz', 'ustaz', '212', 'jelang', 'pilih', 'presiden', 'suara', 'negeri', 'aman', 'uniform', 'resource', 'locator']"
RT USER : Betul..... PKI adalah zombie yang mengancam NKRI. Dan hanya umat Islam yang mampu menghancurkan URL PKI,1,0,0,1,0,1,0,0,0,0,0,1,partai komunis indonesia zombie ancam negara republik indonesia umat islam hancur uniform resource locator partai komunis indonesia,"['partai', 'komunis', 'indonesia', 'zombie', 'ancam', 'negara', 'republik', 'indonesia', 'umat', 'islam', 'hancur', 'uniform', 'resource', 'locator', 'partai', 'komunis', 'indonesia']"
Jaga pola pikir sehat dan logika yang benar dengan #2019ChangePresident,1,0,1,0,0,0,0,0,1,1,0,0,jaga pola pikir sehat logika 2019changepresident,"['jaga', 'pola', 'pikir', 'sehat', 'logika', '2019changepresident']"
"USER Secara refleks, Sarah mencubit pinggang Adam saat motor melaju begitu kencang. Alisnya bertaut kesal lalu ia protes.\n\n""Kau yang membawa gadis itu, bukan preman pasar. Bodoh.""'",1,1,1,0,0,0,1,0,0,1,0,0,refleks sarah cubit pinggang adam motor laju kencang alis be aut kesal protes bawa gadis preman pasar bodoh,"['refleks', 'sarah', 'cubit', 'pinggang', 'adam', 'motor', 'laju', 'kencang', 'alis', 'be', 'aut', 'kesal', 'protes', 'bawa', 'gadis', 'preman', 'pasar', 'bodoh']"
USER Jika saya boleh berbicara saya ingin mengucapkan Ahmad Dhani anjing babi monyet. tapi itu tidak diperbolehkan,1,1,1,0,0,0,0,0,1,1,0,0,bicara ahmad dhani anjing babi monyet,"['bicara', 'ahmad', 'dhani', 'anjing', 'babi', 'monyet']"
FPI Siap Gelar Jihad Konstitusional Gulingkan Jokowi URL WiseThis OpinionNewIndonesia MOHABBATEIN305,1,0,1,0,0,0,0,0,1,1,0,0,front bela islam gelar jihad konstitusional guling jokowi uniform resource locator wisethis opinionnewindonesia mohabbatein,"['front', 'bela', 'islam', 'gelar', 'jihad', 'konstitusional', 'guling', 'jokowi', 'uniform', 'resource', 'locator', 'wisethis', 'opinionnewindonesia', 'mohabbatein']"
LIAR! Pekerja Tiongkok Lempar Bendera Indonesia di Tanah Aseng URL Saya Orang Asing Tiongkok,1,1,1,0,0,1,0,0,0,1,0,0,liar kerja tiongkok lempar bendera indonesia tanah asing uniform resource locator orang asing tiongkok,"['liar', 'kerja', 'tiongkok', 'lempar', 'bendera', 'indonesia', 'tanah', 'asing', 'uniform', 'resource', 'locator', 'orang', 'asing', 'tiongkok']"
USER Ini kelakuan bayi unta yang buang air besar..... ngoaaahahaaaaa salam pks: penjahat seks syariah',1,1,0,1,0,0,0,0,1,0,1,0,laku bayi unta buang air ngoaaahahaaaaa salam partai adil sejahtera jahat seks syariat,"['laku', 'bayi', 'unta', 'buang', 'air', 'ngoaaahahaaaaa', 'salam', 'partai', 'adil', 'sejahtera', 'jahat', 'seks', 'syariat']"
USER USER USER USER Pepatah ini cocok untuk yang bersuara lantang\nSaya sibuk kerja (imaging) sampai-sampai dollar saya meroket...si tableau planga dongo',1,1,1,0,0,0,0,0,1,1,0,0,pepatah cocok suara lantang sibuk kerja imaging dolar roket sih tableau plonga dongok,"['pepatah', 'cocok', 'suara', 'lantang', 'sibuk', 'kerja', 'imaging', 'dolar', 'roket', 'sih', 'tableau', 'plonga', 'dongok']"
"USER USER USER Hei...Ahok sudah lama memikirkan hal ini, dia tidak seperti Wan Abut yang berpikiran dangkal, dia brand Islam tapi dia kafir.'",1,1,1,0,1,0,0,0,0,1,0,0,hai ahok pikir sepe i wan abut pikir dangkal merek islam kafir,"['hai', 'ahok', 'pikir', 'sepe', 'i', 'wan', 'abut', 'pikir', 'dangkal', 'merek', 'islam', 'kafir']"
"USER Ternyata dia nulis tweet... Anak kelas besar dengan 35 ribu follower tapi sayang dia bodoh, sial haram!! fitnah kamu bajingan!! \xf0\x9f\x91\x8e'",1,1,1,0,0,0,0,0,1,1,0,0,nyata tulis twit anak kelas 35 ribu sayang bodoh sial haram fitnah bajing,"['nyata', 'tulis', 'twit', 'anak', 'kelas', '35', 'ribu', 'sayang', 'bodoh', 'sial', 'haram', 'fitnah', 'bajing']"
"USER masuk kategori Dajjal dan Setan, BU SUK'",1,1,1,0,0,0,0,0,1,1,0,0,masuk kategori dajjal setan bu suka,"['masuk', 'kategori', 'dajjal', 'setan', 'bu', 'suka']"
"USER, tinggalkan saja omong kosongmu tentang ayahmu, oke? Kamu tahu, kamu tidak suka Ahok, jadi kamu akan menjelek-jelekkannya dengan ayahmu.",1,1,0,1,0,0,0,0,1,0,1,0,tinggal omong kosong ayah oke suka ahok jelek jelek ayah,"['tinggal', 'omong', 'kosong', 'ayah', 'oke', 'suka', 'ahok', 'jelek', 'jelek', 'ayah']"
"'Tak usah punya cinta', kata orang yang tak pernah dicintai, aku kasihan sekali dengan orang yang suka berkata seperti itu. Cinta itu pasti ada, bodoh.""",1,1,1,0,0,0,0,0,1,1,0,0,cinta orang cinta kasihan orang suka sepe i cinta bodoh,"['cinta', 'orang', 'cinta', 'kasihan', 'orang', 'suka', 'sepe', 'i', 'cinta', 'bodoh']"
"Jika istana dikuasai komunis, apa yang harus dilakukan rakyat? gulingkan jokowi jokowi, diktator rakyat bersama TNI URL",1,0,1,0,0,0,0,0,1,0,0,1,istana asai komunis laku rakyat guling jokowi jokowi diktator rakyat tentara nasional indonesia uniform resource locator,"['istana', 'asai', 'komunis', 'laku', 'rakyat', 'guling', 'jokowi', 'jokowi', 'diktator', 'rakyat', 'tentara', 'nasional', 'indonesia', 'uniform', 'resource', 'locator']"
"Prabowo: Jadi kuli saja, Indonesia akan kalah dalam persaingan URL",1,0,1,0,0,0,0,0,1,1,0,0,prabowo kuli indonesia kalah saing uniform resource locator,"['prabowo', 'kuli', 'indonesia', 'kalah', 'saing', 'uniform', 'resource', 'locator']"
Itu benar! Semoga beruntung',1,1,1,0,0,0,0,0,1,1,0,0,moga untung,"['moga', 'untung']"
Anda pasti mempunyai pemikiran yang sama dengan orang yang sedang marah; Kitab suci ini digunakan oleh semua agama; Bukan hanya Islam; Bahkan agama lain pun akan merasa terhina,1,1,1,0,1,0,0,0,0,1,0,0,pikir orang marah kitab suci agama islam agama hina,"['pikir', 'orang', 'marah', 'kitab', 'suci', 'agama', 'islam', 'agama', 'hina']"
BASTARD BODOH AJG BASTARD AJG BODOH OON BLOON BODOH AJGGGGGGGGGG ALAY AJG BASTARD JABLE',1,1,1,0,0,0,0,0,1,1,0,0,bastard bodoh anjing bastard anjing bodoh beloon bodoh ajgggggggggg alay anjing bastard jablay,"['bastard', 'bodoh', 'anjing', 'bastard', 'anjing', 'bodoh', 'beloon', 'bodoh', 'ajgggggggggg', 'alay', 'anjing', 'bastard', 'jablay']"
USER Dimanakah Suara Bani Kampret? Apakah kamu sekarat karena kenyang?',1,1,0,1,0,0,0,0,1,0,1,0,suara bani kampret sekarat kenyang,"['suara', 'bani', 'kampret', 'sekarat', 'kenyang']"
PENGGUNA Partai Sontoloyo',1,1,0,1,0,0,0,0,1,0,1,0,ai sontoloyo,"['ai', 'sontoloyo']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA,1,1,1,0,0,0,0,0,1,1,0,0,,[]
"Sial, jangan lakukan seperti ini, URL gila",1,1,1,0,0,0,0,0,1,1,0,0,sial laku sepe i uniform resource locator gila,"['sial', 'laku', 'sepe', 'i', 'uniform', 'resource', 'locator', 'gila']"
Cc PENGGUNA......Lebih nafsu.... Lebih sedikit energi URL,1,0,1,0,0,0,0,0,1,1,0,0,cc nafsu energi uniform resource locator,"['cc', 'nafsu', 'energi', 'uniform', 'resource', 'locator']"
USER USER Kamu dinonaktifkan gan.,1,1,1,0,0,0,1,0,0,1,0,0,nonaktif juragan,"['nonaktif', 'juragan']"
"40. Kalau Jokowi lengser, dia akan menyandang gelar negarawan, tapi itu tidak mungkin, dia pasti bertahan dan kita lihat akhirnya",1,0,1,0,0,0,0,0,1,1,0,0,40 jokowi lengser sandang gelar negarawan be ahan lihat,"['40', 'jokowi', 'lengser', 'sandang', 'gelar', 'negarawan', 'be', 'ahan', 'lihat']"
"PENGGUNA, mata Anda rabun jauh",1,1,1,0,0,0,1,0,0,1,0,0,mata rabun,"['mata', 'rabun']"
"PENGGUNA Tuan PENGGUNA Jalan menuju Indonesia baru tanpa Islam akan indah, jika umat Islam dapat diundang untuk berdiskusi",1,0,0,1,1,0,0,0,0,0,1,0,tuan jalan tuju indonesia islam indah umat islam undang diskus,"['tuan', 'jalan', 'tuju', 'indonesia', 'islam', 'indah', 'umat', 'islam', 'undang', 'diskus']"
"RT PENGGUNA: Paragraf \xe2\x80\x9cmyboss\xe2\x80\x9d dengan \xe2\x80\x9cpergi ke sini, anjing ini\xe2\x80\x9d sangat bagus untuk digunakan. Yang satu terlalu sopan, yang lain terlalu kurang ajar.'",1,1,1,0,0,0,0,0,1,1,0,0,paragraf myboss pergi anjing bagus sopan ajar,"['paragraf', 'myboss', 'pergi', 'anjing', 'bagus', 'sopan', 'ajar']"
"RT USER USER USER Komunis akan bangkrut kawan, seiring dengan perestroika Cecep Gorbachev",1,0,0,1,0,1,0,0,0,0,1,0,komunis bangkrut kawan iring perestroika cecep gorbachev,"['komunis', 'bangkrut', 'kawan', 'iring', 'perestroika', 'cecep', 'gorbachev']"
"USER Saya bilang anjing ke Ahmad Dani, tidak apa-apa....Saya bilang babi ke Ahmad Dhani, tidak apa-apa...",1,1,1,0,0,0,0,0,1,1,0,0,bilang anjing ahmad bilang babi ahmad dhani,"['bilang', 'anjing', 'ahmad', 'bilang', 'babi', 'ahmad', 'dhani']"
"Iya Pak, asal DPR menekan Jokowi, kalau Jokowi tidak mau, DPR bisa minta mencopot Jokowi.",1,0,1,0,0,0,0,0,1,1,0,0,iya dewan wakil rakyat tekan jokowi jokowi dewan wakil rakyat copot jokowi,"['iya', 'dewan', 'wakil', 'rakyat', 'tekan', 'jokowi', 'jokowi', 'dewan', 'wakil', 'rakyat', 'copot', 'jokowi']"
USER USER Misionaris mana yang sudah anda pimpin...masjid mana yang sudah anda identifikasi...jangan coba-coba meyakinkan ummat dan muslim agar otaknya seperti antek-antek baron anda...Biarkan ummat dan muslim punya rencana nanti di tahun 2019 Pra Mengubah,1,1,1,0,0,0,0,0,1,1,0,0,misionaris pimpin masjid identifikasi coba coba umat muslim otak sepe i antek antek baron biar umat muslim rencana 2019 pra ubah,"['misionaris', 'pimpin', 'masjid', 'identifikasi', 'coba', 'coba', 'umat', 'muslim', 'otak', 'sepe', 'i', 'antek', 'antek', 'baron', 'biar', 'umat', 'muslim', 'rencana', '2019', 'pra', 'ubah']"
USER USER USER USER Beritahu USER... Agar tidak banyak obrolan yang tidak berguna.',1,1,1,0,0,0,0,0,1,1,0,0,beritahu obrol,"['beritahu', 'obrol']"
"PENGGUNA Menunggu reaksi Denny Siregar setelah mimpinya memenjarakan HRS hanya tinggal kenangan, BODOH!!!!!!'",1,1,1,0,0,0,0,0,1,1,0,0,tunggu reaksi denny siregar mimpi penjara tinggal kenang bodoh,"['tunggu', 'reaksi', 'denny', 'siregar', 'mimpi', 'penjara', 'tinggal', 'kenang', 'bodoh']"
"Tapi percayalah, di antara orang-orang yang beragama, para pembajak agamalah yang paling fasih membacakan ayat-ayat Allah. Dan segala laknat yang paling buruk keluar dari mulut mereka atas nama ayat-ayat Allah.",1,0,0,1,1,0,0,0,0,0,1,0,percaya orang orang agama bajak agama fasih baca ayat ayat allah laknat buruk mulut nama ayat ayat allah,"['percaya', 'orang', 'orang', 'agama', 'bajak', 'agama', 'fasih', 'baca', 'ayat', 'ayat', 'allah', 'laknat', 'buruk', 'mulut', 'nama', 'ayat', 'ayat', 'allah']"
"Mantan menteri harus menjaga wibawanya. Daripada merilis berita HoaX! Kaulah yang membuat keributan! Yang patut disalahkan adalah USER, USER segera!",1,0,1,0,0,0,0,0,1,1,0,0,mantan menteri jaga wibawa rilis berita hoaks kau ribut patut salah,"['mantan', 'menteri', 'jaga', 'wibawa', 'rilis', 'berita', 'hoaks', 'kau', 'ribut', 'patut', 'salah']"
IKLAN JAHAT AHOK MENCIPTAKAN KEBAKARAN ANTARA MASYARAKAT ASLI DAN CINA YANG DI BUNGKUS DENGAN FOBIA... AHOK ADALAH KAFIR RASIS...,1,1,1,0,1,1,0,0,0,1,0,0,iklan jahat ahok cipta bakar masyarakat asli cina bungkus fobia ahok kafir racist,"['iklan', 'jahat', 'ahok', 'cipta', 'bakar', 'masyarakat', 'asli', 'cina', 'bungkus', 'fobia', 'ahok', 'kafir', 'racist']"
USER USER Staguf adalah seorang Yahudi sejati yang membenci orang Arab.',1,1,1,0,1,0,0,0,0,1,0,0,staquf orang yahudi sejati benci orang arab,"['staquf', 'orang', 'yahudi', 'sejati', 'benci', 'orang', 'arab']"
Kalian semua adalah spoiler perang yang tak terbatas dan bejat,1,1,0,1,0,0,0,0,1,0,1,0,spoiler perang batas bejat,"['spoiler', 'perang', 'batas', 'bejat']"
Sekarang saatnya BBM naik. Rakyat dalam masalah gara-gara Jokowi,1,0,1,0,0,0,0,0,1,1,0,0,bahan bakar minyak rakyat gara gara jokowi,"['bahan', 'bakar', 'minyak', 'rakyat', 'gara', 'gara', 'jokowi']"
USER USER Saya masih belajar membujuk Pak Jokowi jadi menteri... mungkin,1,0,1,0,0,0,0,0,1,1,0,0,ajar bujuk jokowi menteri,"['ajar', 'bujuk', 'jokowi', 'menteri']"
"PENGGUNA Ah, temanmu, zon'",1,1,1,0,0,0,1,0,0,1,0,0,ah teman zon,"['ah', 'teman', 'zon']"
"Anda direndahkan dan diperbudak Islam Bung HNW, Allah SWT bukan Tuhan, sosok bodoh & biadab",1,1,0,1,1,0,0,0,0,0,1,0,rendah budak islam hnw allah subhanahu wa taala tuhan sosok bodoh biadab,"['rendah', 'budak', 'islam', 'hnw', 'allah', 'subhanahu', 'wa', 'taala', 'tuhan', 'sosok', 'bodoh', 'biadab']"
RT USER USER USER Aku lupa... Otakku mulai tidak terhubung...,1,0,1,0,0,0,0,0,1,1,0,0,lupa otak hubung,"['lupa', 'otak', 'hubung']"
USER USER Dan penyakit yang sampai saat ini belum bisa disembuhkan oleh geng Bongkrek adalah penyakit panik dan dendam akibat kekalahan pada Pilpres 2014. URL,1,1,0,1,0,0,0,0,1,0,1,0,sakit sembuh geng bongkrek sakit panik dendam akibat kalah pilih presiden 2014 uniform resource locator,"['sakit', 'sembuh', 'geng', 'bongkrek', 'sakit', 'panik', 'dendam', 'akibat', 'kalah', 'pilih', 'presiden', '2014', 'uniform', 'resource', 'locator']"
USER RT: Hari-hari makan daging babi dalam bentuk uang haram. Wajahnya mirip babi. temperamennya lebih mirip babi daripada babi.\n\nPolitisi ronggeng babi',1,1,0,1,0,0,1,0,0,0,1,0,makan daging babi bentuk uang haram wajah babi temperamen babi babi politis ronggeng babi,"['makan', 'daging', 'babi', 'bentuk', 'uang', 'haram', 'wajah', 'babi', 'temperamen', 'babi', 'babi', 'politis', 'ronggeng', 'babi']"
"RT PENGGUNA: Kamu bodoh. Itu orang yang berbeda, Cong! URL",1,1,1,0,0,0,0,0,1,1,0,0,bodoh orang beda cong uniform resource locator,"['bodoh', 'orang', 'beda', 'cong', 'uniform', 'resource', 'locator']"
Banyak responden ISEAS yang meyakini bahwa masyarakat Indonesia keturunan Tionghoa masih memiliki loyalitas terhadap RRC,1,0,0,1,0,1,0,0,0,0,1,0,responden institute of southeast asi studies masyarakat indonesia turun tionghoa milik loyalitas hadap republik rakyat cina,"['responden', 'institute', 'of', 'southeast', 'asi', 'studies', 'masyarakat', 'indonesia', 'turun', 'tionghoa', 'milik', 'loyalitas', 'hadap', 'republik', 'rakyat', 'cina']"
USER sungguh berani... Indonesia adalah bagian dari Republik Rakyat Tiongkok...,1,0,1,0,0,0,0,0,1,1,0,0,sungguh berani indonesia republik rakyat tiongkok,"['sungguh', 'berani', 'indonesia', 'republik', 'rakyat', 'tiongkok']"
USER Apakah kamu pernah dikritik oleh para bajingan itu atau tidak?',1,1,0,1,0,0,0,0,1,0,1,0,kritik bajing,"['kritik', 'bajing']"
Namun massa terus melakukan provokasi dengan meneriakkan “Hancurkan PKI!”,1,0,0,1,0,0,0,0,1,0,0,1,massa laku provokasi teriak hancur partai komunis indonesia,"['massa', 'laku', 'provokasi', 'teriak', 'hancur', 'partai', 'komunis', 'indonesia']"
GUNAKAN RT RT RT LAGI :)',1,1,1,0,0,0,0,1,0,1,0,0,,[]
