Tweet,HS_Individual,HS_Group,Cleaned_Tweet,Tweet_list
"Tiongkok, tinggalkan kakimu dari istana!",0,1,tiongkok tinggal kaki istana,"['tiongkok', 'tinggal', 'kaki', 'istana']"
USER USER USER USER USER Cebong adalah SAMPAH MASYARAKAT!!',0,1,cebong sampah masyarakat,"['cebong', 'sampah', 'masyarakat']"
"USER USER USER Cebong tidak punya otak. Terutama perasaan korbannya. Anda tahu, itu hanya sarkasme.'",0,1,cebong otak utama asa korban sarkasme,"['cebong', 'otak', 'utama', 'asa', 'korban', 'sarkasme']"
"USER USER Banyak sekali TKA asal China yang masuk ke Indonesia, mungkin termasuk ayah atau pamannya yang datang. Sekarang kamu harus curiga dengan para Cino yang merupakan Ahoker itu.'",0,1,tenaga kerja asing cina masuk indonesia masuk ayah paman curiga cina rupa ahoker,"['tenaga', 'kerja', 'asing', 'cina', 'masuk', 'indonesia', 'masuk', 'ayah', 'paman', 'curiga', 'cina', 'rupa', 'ahoker']"
PENGGUNA PENGGUNA Memahami Partai Komunis Sejahtera.',0,1,paham ai komunis sejahtera,"['paham', 'ai', 'komunis', 'sejahtera']"
USER : sialnya tri ini sudah lama sekali. Kenapa aplikasi Bima Tri tidak terhapus???',0,1,sial tri aplikasi bima tri hapus,"['sial', 'tri', 'aplikasi', 'bima', 'tri', 'hapus']"
USER Sebaiknya DPR dibubarkan,0,1,dewan wakil rakyat bubar,"['dewan', 'wakil', 'rakyat', 'bubar']"
"USER Baru saja mengacaukan jadwalmu, katanya ingin ada teknisi yang datang ke rumahmu dari pagi hingga sore, tunggu dia. Ini berantakan.'",0,1,acau jadwal teknisi rumah pagi sore tunggu beranta,"['acau', 'jadwal', 'teknisi', 'rumah', 'pagi', 'sore', 'tunggu', 'beranta']"
ORANG INDONESIA BODOH.....,0,1,orang indonesia bodoh,"['orang', 'indonesia', 'bodoh']"
RT PENGGUNA: Satu lagi tim sukses Jokowi dapat bagian. Pertamina akan menderita kerugian lebih lanjut... URL,0,1,tim sukses jokowi pe amina derita rugi uniform resource locator,"['tim', 'sukses', 'jokowi', 'pe', 'amina', 'derita', 'rugi', 'uniform', 'resource', 'locator']"
"USER USER USER USER USER USER USER Ehh...kita positif dulu guys, mau tegaskan kalau 212 orang itu sia-sia...membela agama yang kitab sucinya fiksi juga...kalau fiksi tapi konten adalah norma hidup",0,1,eh positif guys 212 orang bela agama kitab suci fiksi fiksi konten norma hidup,"['eh', 'positif', 'guys', '212', 'orang', 'bela', 'agama', 'kitab', 'suci', 'fiksi', 'fiksi', 'konten', 'norma', 'hidup']"
Apakah Telkomsel lagi kacau? Sudah 20 menit dan saya tidak bisa berbuat apa-apa. Aku bahkan tidak bisa menelepon. palsu.',0,1,telkomsel kacau 20 menit telepon palsu,"['telkomsel', 'kacau', '20', 'menit', 'telepon', 'palsu']"
Tidak ada persatuan dengan PKI. Tolong berdamai dengan berudu bodoh di kolam.,0,1,partai komunis indonesia tolong damai berudu bodoh kolam,"['partai', 'komunis', 'indonesia', 'tolong', 'damai', 'berudu', 'bodoh', 'kolam']"
"RT USER Ternyata Indonesia sudah menjadi anggota Persemakmuran Tiongkok. Ya, Tiongkok makmur",0,1,nyata indonesia anggota makmur tiongkok ya tiongkok makmur,"['nyata', 'indonesia', 'anggota', 'makmur', 'tiongkok', 'ya', 'tiongkok', 'makmur']"
PENGGUNA PENGGUNA Oh unta bodoh. Sayang sekali orang tuamu melahirkan hewan sepertimu. Penduduk dasar bumi dtr. PKS terkutuk',0,1,oh unta bodoh sayang orang tuan lahir hewan sepe imu duduk dasar bumi datar partai adil sejahtera kutuk,"['oh', 'unta', 'bodoh', 'sayang', 'orang', 'tuan', 'lahir', 'hewan', 'sepe', 'imu', 'duduk', 'dasar', 'bumi', 'datar', 'partai', 'adil', 'sejahtera', 'kutuk']"
"USER rezim ini keren setelah Orde Baru yang membuat kontrak dan membuat rakyat menderita, tidak ada satu pun Presiden yang bisa membuat Freeport memberi saham besar \n\hanya Jokowi yang bisa \nkalau ada yang sinis berarti mereka antek asing \n\n#IndonesiaControlsFreeport \n#Joko",0,1,rezim keren orde kontrak rakyat derita presiden freepo saham jokowi sinis bera i antek asing indonesiacontrolsfreepo joko,"['rezim', 'keren', 'orde', 'kontrak', 'rakyat', 'derita', 'presiden', 'freepo', 'saham', 'jokowi', 'sinis', 'bera', 'i', 'antek', 'asing', 'indonesiacontrolsfreepo', 'joko']"
"PENGGUNA Bukan, yang punya kampret itu bukan cebong..'",0,1,kampret cebong,"['kampret', 'cebong']"
INILAH YANG UNIV INI NGEDOWING CCDNYA BANYAK GWE))',0,1,universitas ngedowing ccdnya gue,"['universitas', 'ngedowing', 'ccdnya', 'gue']"
"barangsiapa bertakwa kepada Allah & berserah diri kepadaNya, maka dialah yang dapat menang (24:52) SALAH, takutlah Densus 88",0,1,barang be akwa allah serah menang 24 52 salah takut betasemen khusus 88,"['barang', 'be', 'akwa', 'allah', 'serah', 'menang', '24', '52', 'salah', 'takut', 'betasemen', 'khusus', '88']"
"USER USER Bagi generasi muda yang sudah buta dan tuli terhadap segala kenyataan yang menimpa negeri ini tentu akan selalu membela rezim ini,\nMereka terlalu mudah diindoktrinasi oleh pidato\xc2\xb2 dan data indehoi\xc2\xb2 dari pemerintah ...'",0,1,generasi muda buta tuli hadap nyata timpa negeri bela rezim mudah indoktrinasi pidato data indehoi perintah,"['generasi', 'muda', 'buta', 'tuli', 'hadap', 'nyata', 'timpa', 'negeri', 'bela', 'rezim', 'mudah', 'indoktrinasi', 'pidato', 'data', 'indehoi', 'perintah']"
USER Persib Kunyuk selalu...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,persib kunyuk,"['persib', 'kunyuk']"
"Komite Pemberantasan Korupsi (KPK) sebagai lembaga negara yang memberantas korupsi tidak bisa dilemahkan, apalagi yang melemahkannya adalah DPR. URL",0,1,komite berantas korupsi komisi berantas korupsi lembaga negara berantas korupsi lemah lemah dewan wakil rakyat uniform resource locator,"['komite', 'berantas', 'korupsi', 'komisi', 'berantas', 'korupsi', 'lembaga', 'negara', 'berantas', 'korupsi', 'lemah', 'lemah', 'dewan', 'wakil', 'rakyat', 'uniform', 'resource', 'locator']"
RT USER: USER Sejak kapan Perizinan Satu Pintu berada di bawah Camat?,0,1,izin pintu camat,"['izin', 'pintu', 'camat']"
RT USER: USER USER USER Turunkan PDI P karena PDI P adalah perubahan nama PKI,0,1,turun partai demokrasi indonesia p partai demokrasi indonesia p ubah nama partai komunis indonesia,"['turun', 'partai', 'demokrasi', 'indonesia', 'p', 'partai', 'demokrasi', 'indonesia', 'p', 'ubah', 'nama', 'partai', 'komunis', 'indonesia']"
RT USER tapi kok ada umat Islam yang mau tunduk di ketiak rezim anti Islam ini cc USER,0,1,umat islam tunduk ketiak rezim anti islam cc,"['umat', 'islam', 'tunduk', 'ketiak', 'rezim', 'anti', 'islam', 'cc']"
USER USER USER USER USER Stress kalian Ahoker Taikers,0,1,stres ahoker tai,"['stres', 'ahoker', 'tai']"
USER Pak USER Kemenag harus mengungkap ajaran bodoh & biadab dalam Alquran agar masyarakat tidak tertipu,0,1,menteri agama ajar bodoh biadab alquran masyarakat te ipu,"['menteri', 'agama', 'ajar', 'bodoh', 'biadab', 'alquran', 'masyarakat', 'te', 'ipu']"
"Kalau seniman berasal dari desa, dia mau berkarya, tapi tinggal dari wilayah desa/desa saja!! Hp anakku semua ada di Cemplungin!! Saya membelinya menggunakan Halal Sweat!! Itu bukan akibat mengangkangi laki-laki seseorang!!'",0,1,seniman desa karya tinggal wilayah desa desa handphone anak cemplung bel halal sweat akibat kangkang laki laki orang,"['seniman', 'desa', 'karya', 'tinggal', 'wilayah', 'desa', 'desa', 'handphone', 'anak', 'cemplung', 'bel', 'halal', 'sweat', 'akibat', 'kangkang', 'laki', 'laki', 'orang']"
"PENGGUNA Hindari partai politik yang mengayomi preman, penista agama, koruptor, pembohong, penjual aset negara, importir kuli yang suka berhutang.'",0,1,hindar ai politik ayom preman nista agama koruptor bohong jual aset negara impo insinyur kuli suka hutang,"['hindar', 'ai', 'politik', 'ayom', 'preman', 'nista', 'agama', 'koruptor', 'bohong', 'jual', 'aset', 'negara', 'impo', 'insinyur', 'kuli', 'suka', 'hutang']"
19. Yang berakhir adalah KHILAFAH yang dicapai dengan membentuk partai. Penerus DI/TII sama berbahayanya dengan ideologi komunis USER USER,0,1,19 khilafah capai bentuk ai tii bahaya ideologi komunis,"['19', 'khilafah', 'capai', 'bentuk', 'ai', 'tii', 'bahaya', 'ideologi', 'komunis']"
USER USER USER USER USER pada dasarnya adalah satu kata untuk teroris JANCUK.,0,1,dasar teroris jancuk,"['dasar', 'teroris', 'jancuk']"
Hidup Lelah. Orang-orang yang berada di luar gedung berteriak bahwa Jokowi membela komunis. antek Orla. Mereka yang berada di gedung mentweet bahwa Jokowi menindas hak asasi manusia yang biasa-biasa saja seperti Orde Baru,0,1,hidup lelah orang orang gedung be eriak jokowi bela komunis antek orde gedung mentweet jokowi tindas hak asasi manusia sepe i orde,"['hidup', 'lelah', 'orang', 'orang', 'gedung', 'be', 'eriak', 'jokowi', 'bela', 'komunis', 'antek', 'orde', 'gedung', 'mentweet', 'jokowi', 'tindas', 'hak', 'asasi', 'manusia', 'sepe', 'i', 'orde']"
Apa kabar dengan gerakan komunis yang sedang bersembunyi? #AntiJIL #AntiSyiah #AntiKomunis :) #RestoreMediaIslam',0,1,kabar gera komunis sembunyi anti jaring islam liberal anti syiah anti komunis restoremediaislam,"['kabar', 'gera', 'komunis', 'sembunyi', 'anti', 'jaring', 'islam', 'liberal', 'anti', 'syiah', 'anti', 'komunis', 'restoremediaislam']"
"Allah SWT Izinkan Harta Dijarah, Tapi Malah Janjikan Banyak Penjarahan, Umat Islam Harus Buang Islam Sebelum Teriakkan Jangan Korupsi",0,1,allah subhanahu wa taala izin a jarah janji jarah umat islam buang islam ria korupsi,"['allah', 'subhanahu', 'wa', 'taala', 'izin', 'a', 'jarah', 'janji', 'jarah', 'umat', 'islam', 'buang', 'islam', 'ria', 'korupsi']"
"PENGGUNA PENGGUNA Hati-hati sama marga unta, nanti dituduh ngomongin Ahok kafir, image hahaha, hati-hati marga unta cari taktik biar makin sinis \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\ x9f\x98\x82'",0,1,hati hati marga unta tuduh bicara ahok kafir citra haha hati hati marga unta cari taktik biar sinis x9f,"['hati', 'hati', 'marga', 'unta', 'tuduh', 'bicara', 'ahok', 'kafir', 'citra', 'haha', 'hati', 'hati', 'marga', 'unta', 'cari', 'taktik', 'biar', 'sinis', 'x9f']"
Indonesia mengalami kemunduran karena Jokowi dan kroni-kroninya tidak mampu mengatasi masalah URL,0,1,indonesia alami mundur jokowi kroni kroni uniform resource locator,"['indonesia', 'alami', 'mundur', 'jokowi', 'kroni', 'kroni', 'uniform', 'resource', 'locator']"
USER USER USER USER USER USER USER USER USER Tak ada kehidupan bagi kecebong kalau tidak memproduksi dan memakan hoax.',0,1,hidup kecebong produksi makan hoaks,"['hidup', 'kecebong', 'produksi', 'makan', 'hoaks']"
"USER USER Semuanya takkan pernah selesai\nSelama pejabatnya pencuri, wakil rakyatnya penghianat, pejabatnya penipu...semua birokrasi dari semua departemen doyan maksiat.\nBahkan banyak orang yang doyan penusuk pantat .\n#FACupFinal'",0,1,selesai jabat curi wakil rakyat khianat jabat tipu birokrasi emen suka maksiat orang suka tusuk pantat fa cup final,"['selesai', 'jabat', 'curi', 'wakil', 'rakyat', 'khianat', 'jabat', 'tipu', 'birokrasi', 'emen', 'suka', 'maksiat', 'orang', 'suka', 'tusuk', 'pantat', 'fa', 'cup', 'final']"
USER USER Karena kini saatnya etnis asli Singapura mendominasi yaitu MELAY.. Orang Tionghoa hanya pendatang.. Penjajah.. Perampas :),0,1,etnis asli singapura dominasi melay orang tionghoa jajah ampas,"['etnis', 'asli', 'singapura', 'dominasi', 'melay', 'orang', 'tionghoa', 'jajah', 'ampas']"
Umat ​​​​Kristen OpRohingya membunuh kami di Afganistan Orang Yahudi membunuh kami di Palestina tetapi “Muslim” adalah terorisnya?,0,1,umat kristen op rohingya bunuh afganistan orang yahudi bunuh palestina muslim teroris,"['umat', 'kristen', 'op', 'rohingya', 'bunuh', 'afganistan', 'orang', 'yahudi', 'bunuh', 'palestina', 'muslim', 'teroris']"
"USER Pak USER sebagai pribadi tidak boleh peduli ditipu Islam, sebagai Menteri penipuan ini harus TERBUKA",0,1,pribadi peduli tipu islam menteri tipu buka,"['pribadi', 'peduli', 'tipu', 'islam', 'menteri', 'tipu', 'buka']"
"Kalau negara tunduk pada FPI, kami akan kembali mencopot semua pejabat yang terlibat",0,1,negara tunduk front bela islam copot jabat libat,"['negara', 'tunduk', 'front', 'bela', 'islam', 'copot', 'jabat', 'libat']"
"PENGGUNA Jawaban cerdas. Kecebong mana yang punya otak untuk mengukur tuannya.\nYa, generasi yang lahir memang lahir dari selokan.'",0,1,cerdas kecebong otak ukur tuan ya generasi lahir lahir selokan,"['cerdas', 'kecebong', 'otak', 'ukur', 'tuan', 'ya', 'generasi', 'lahir', 'lahir', 'selokan']"
USER USER USER USER USER USER USER USER USER USER USER cebong dongo.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,cebong dongok,"['cebong', 'dongok']"
RT USER: USER USER USER Sepertinya pemerintah daerah yang bodoh memberi izin',0,1,sepe inya perintah daerah bodoh izin,"['sepe', 'inya', 'perintah', 'daerah', 'bodoh', 'izin']"
"RT PENGGUNA: Dari awal PENGGUNA &amp; USER sering melanggar aturan hukum, kamu MINGKEM seperti BANGKE!\n\nBegitulah USER &amp; PENGGUNA\xe2\x80\xa6'",0,1,amp langgar atur hukum diam sepe i bangkai amp,"['amp', 'langgar', 'atur', 'hukum', 'diam', 'sepe', 'i', 'bangkai', 'amp']"
"USER USER USER USER USER USER USER USER Kalau katak dan harimau Asia, levelnya tidak sama.. beda kelasnya jauh.. yang ada hanyalah orang bodoh dan bodoh yang menyebut katak munafik.'",0,1,katak harimau asia level beda kelas orang bodoh bodoh katak munafik,"['katak', 'harimau', 'asia', 'level', 'beda', 'kelas', 'orang', 'bodoh', 'bodoh', 'katak', 'munafik']"
"hafal banyak surah Alquran > Termasuk ayat: Melawan, membunuh dan memenggal kepala orang kafir dan juga ayat tentang menjodohkan penis.",0,1,hafal surah alquran masuk ayat lawan bunuh penggal kepala orang kafir ayat jodoh penis,"['hafal', 'surah', 'alquran', 'masuk', 'ayat', 'lawan', 'bunuh', 'penggal', 'kepala', 'orang', 'kafir', 'ayat', 'jodoh', 'penis']"
"Wah, dimana ini? Setuju kalau begitu, China perlu diusir dari negara ini",0,1,tuju cina usir negara,"['tuju', 'cina', 'usir', 'negara']"
"USER USER USER Kalau KH Ma'ruf ngomong ke Belaga Budek, ke Belaga Pilon, masih menuju? kenapa kamu bodoh sekali?\n#T3tapJokowi #T3tapJokowi""",0,1,kh ruf bicara belaga budek belaga pilon tuju bodoh jokowi jokowi,"['kh', 'ruf', 'bicara', 'belaga', 'budek', 'belaga', 'pilon', 'tuju', 'bodoh', 'jokowi', 'jokowi']"
Mengajak mendesak pemerintah mengeluarkan peraturan Islam yang dilarang di Indonesia. USER dapat menerima salam dari USER,0,1,ajak desak perintah atur islam larang indonesia terima salam,"['ajak', 'desak', 'perintah', 'atur', 'islam', 'larang', 'indonesia', 'terima', 'salam']"
Trio Provokator: Wiwo Amun Raiso &amp; Sotipu URL USER USER USER USER USER,0,1,trio provokator wiwo amun amp sok tipu uniform resource locator,"['trio', 'provokator', 'wiwo', 'amun', 'amp', 'sok', 'tipu', 'uniform', 'resource', 'locator']"
Kini Tiongkok berusaha mengendalikan politik dan hukum di Indonesia.,0,1,tiongkok usaha kendali politik hukum indonesia,"['tiongkok', 'usaha', 'kendali', 'politik', 'hukum', 'indonesia']"
USER USER KICK YA KAMU',0,1,kick ya,"['kick', 'ya']"
"USER USER bodoh banget, terpaksa banget mau 2 periode, kecebong oh kecebong....'",0,1,bodoh banget paksa banget 2 periode kecebong oh kecebong,"['bodoh', 'banget', 'paksa', 'banget', '2', 'periode', 'kecebong', 'oh', 'kecebong']"
Ratusan Ormas Islam Gerebek LBH Jakarta: Hancurkan PKI! URL URL,0,1,ratus organisasi masyarakat islam gerebek jaka a hancur partai komunis indonesia uniform resource locator uniform resource locator,"['ratus', 'organisasi', 'masyarakat', 'islam', 'gerebek', 'jaka', 'a', 'hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
"PENGGUNA PENGGUNA Kepala kecebong itu penuh dengan kotoran, mana ada kecebong yang bisa berpikir dengan waras..'",0,1,kepala kecebong penuh kotor kecebong pikir waras,"['kepala', 'kecebong', 'penuh', 'kotor', 'kecebong', 'pikir', 'waras']"
"USER Saya sudah berpikir.. asal kolojengking sedang bad mood, lebih baik anda.. Gusti Allah mboten sare, semakin melek huruf karena hukum yang biadab dan kalah dari masyarakat asu'",0,1,pikir kalajengking bad suasana hati gusti allah tidur melek huruf hukum biadab kalah masyarakat anjing,"['pikir', 'kalajengking', 'bad', 'suasana', 'hati', 'gusti', 'allah', 'tidur', 'melek', 'huruf', 'hukum', 'biadab', 'kalah', 'masyarakat', 'anjing']"
PENGGUNA Anda tahu bahwa bima+ apk itu bodoh. \xf0\x9f\x98\x81 URL,0,1,bima bodoh uniform resource locator,"['bima', 'bodoh', 'uniform', 'resource', 'locator']"
usir Buddha Myamar dari tanah Indonesiaa URL,0,1,usir buddha myanmar tanah indonesia uniform resource locator,"['usir', 'buddha', 'myanmar', 'tanah', 'indonesia', 'uniform', 'resource', 'locator']"
Plagiarisme USER terhadap lagu USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\ x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 kntl orang!!!',0,1,plagiarisme hadap lagu x98 kontol orang,"['plagiarisme', 'hadap', 'lagu', 'x98', 'kontol', 'orang']"
USER USER Mantap gan...lanjutkan biar brengsek bani kencing unta semua kram\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f \x98\x80',0,1,mantap juragan biar berengsek bani kencing unta kram,"['mantap', 'juragan', 'biar', 'berengsek', 'bani', 'kencing', 'unta', 'kram']"
"USER USER Hahahaha...timnas tak akan lolos dengan berpura-pura meledek timnas lain...malu, malu...Bae Sono diam di kolong jamban'",0,1,haha timnas lolos pura pura ledek timnas malu malu diam kolong jamban,"['haha', 'timnas', 'lolos', 'pura', 'pura', 'ledek', 'timnas', 'malu', 'malu', 'diam', 'kolong', 'jamban']"
MENGAPA para penikmat KRISTEN & MUNANI tidak berhenti mengolok-olok GEREJA setiap hari? Benarkah mereka disuruh Ahok untuk menghina BUMI DATAR?,0,1,nikmat kristen munani henti olok olok gereja suruh ahok hina bumi datar,"['nikmat', 'kristen', 'munani', 'henti', 'olok', 'olok', 'gereja', 'suruh', 'ahok', 'hina', 'bumi', 'datar']"
USER USER USER USER USER Hadeh USER jujurlah pada diri sendiri walaupun bisa berbohong,0,1,aduh jujur bohong,"['aduh', 'jujur', 'bohong']"
Ayo bertobat sebelum terlambat. Biarlah kelompok JIL yang kita doakan tetap konsisten mempertahankan kekufuran hingga akhir hayat URL,0,1,ayo be obat lambat biar kelompok jil doa konsisten mempe ahankan kufur hayat uniform resource locator,"['ayo', 'be', 'obat', 'lambat', 'biar', 'kelompok', 'jil', 'doa', 'konsisten', 'mempe', 'ahankan', 'kufur', 'hayat', 'uniform', 'resource', 'locator']"
"Fahri Hamzah membela Prabowo terkait bantuan pemerintah Jokowi kepada Rohingya. Bubarkan PKI, bubarkan PKI",0,1,fahri hamzah bela prabowo kait bantu perintah jokowi rohingya bubar partai komunis indonesia bubar partai komunis indonesia,"['fahri', 'hamzah', 'bela', 'prabowo', 'kait', 'bantu', 'perintah', 'jokowi', 'rohingya', 'bubar', 'partai', 'komunis', 'indonesia', 'bubar', 'partai', 'komunis', 'indonesia']"
2) PERSATUAN MENURUT ISLAM ARTNYA MEMPERLAKUKAN KAFIR SEBAGAI DHIMMI YANG DIINJAK HAKNYA,0,1,2 islam a nya laku kafir dhimmi injak hak,"['2', 'islam', 'a', 'nya', 'laku', 'kafir', 'dhimmi', 'injak', 'hak']"
PENGGUNA PENGGUNA PENGGUNA Hanya orang mesum yang bisa ditipu oleh orang mesum. Terbukti dia cabul lalu kabur dan kini terdampar di Arab. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,orang mesum tipu orang mesum bukti cabul kabur dampar arab,"['orang', 'mesum', 'tipu', 'orang', 'mesum', 'bukti', 'cabul', 'kabur', 'dampar', 'arab']"
PENGGUNA RT: Masih mau pilih Agus-Sylvi???\nAnak SBY dan keluarganya yang korup\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026,0,1,pilih agus sylvi anak susilo bambang yudhoyono keluarga korup blusukan ahok jemaah coblos peci,"['pilih', 'agus', 'sylvi', 'anak', 'susilo', 'bambang', 'yudhoyono', 'keluarga', 'korup', 'blusukan', 'ahok', 'jemaah', 'coblos', 'peci']"
"USER USER USER USER USER USER USER Ohhhhh, kader moncong putih ya? Ciri khas berudu pasti menyerang islamnya.., coba yang berperan sebagai tapir pasti MINGKEM'",0,1,ohhhhh kader moncong putih ya ciri khas berudu serang islam coba peran tapir diam,"['ohhhhh', 'kader', 'moncong', 'putih', 'ya', 'ciri', 'khas', 'berudu', 'serang', 'islam', 'coba', 'peran', 'tapir', 'diam']"
PSI bersahabat dengan DIKTATOR JOKOWI yang tidak peduli dengan kejahatan yang menimpa Munir,0,1,psi sahabat diktator jokowi peduli jahat timpa munir,"['psi', 'sahabat', 'diktator', 'jokowi', 'peduli', 'jahat', 'timpa', 'munir']"
"RT USER USER Bubarkan saja DPR, korupsi pasti akan berhenti",0,1,bubar dewan wakil rakyat korupsi henti,"['bubar', 'dewan', 'wakil', 'rakyat', 'korupsi', 'henti']"
"PENGGUNA Pengaruh Islam terhadap anda sangat dalam, tidak ada kitab yang berasal dari Allah, isi Al-Qur'an adalah RABBERS-nya Muhammad.",0,1,pengaruh islam hadap kitab allah isi al qur an rabbers nya muhammad,"['pengaruh', 'islam', 'hadap', 'kitab', 'allah', 'isi', 'al', 'qur', 'an', 'rabbers', 'nya', 'muhammad']"
"Terus jelaskan Islam yang NYATA, suatu saat orang akan menyadari bahwa Islam BERBAHAYA bagi PENGGUNAnya tetapi suatu saat nanti",0,1,islam nyata orang sadar islam bahaya nya,"['islam', 'nyata', 'orang', 'sadar', 'islam', 'bahaya', 'nya']"
"Islam Nusantara 1 membahas Islam Arab dengan PKI yang juga bergabung dengan PDIP. 2015, setelah Jokowi memenangkan Pilpres 2014. Apakah Anda menyadari bahwa Anda sedang dieksploitasi oleh PENGGUNA yang sadar.'",0,1,islam nusantara 1 bahas islam arab partai komunis indonesia gabung partai demokrasi indonesia juang 2015 jokowi menang pilih presiden 2014 sadar eksploitasi sadar,"['islam', 'nusantara', '1', 'bahas', 'islam', 'arab', 'partai', 'komunis', 'indonesia', 'gabung', 'partai', 'demokrasi', 'indonesia', 'juang', '2015', 'jokowi', 'menang', 'pilih', 'presiden', '2014', 'sadar', 'eksploitasi', 'sadar']"
RT PENGGUNA PKI atau Khilafah sama-sama anti Pancasila... Bubarkan dan tangkap DPR yang mendukungnya...,0,1,partai komunis indonesia khilafah anti pancasila bubar tangkap dewan wakil rakyat dukung,"['partai', 'komunis', 'indonesia', 'khilafah', 'anti', 'pancasila', 'bubar', 'tangkap', 'dewan', 'wakil', 'rakyat', 'dukung']"
RT USER USER Umat Islam dibutuhkan hanya saat pemilu... setelah itu mereka diinjak. Mari kita masukkan partai politik dan rezim yang anti-Islam ke dalam daftar hitam.,0,1,umat islam butuh pilih injak mari masuk ai politik rezim anti islam daftar hitam,"['umat', 'islam', 'butuh', 'pilih', 'injak', 'mari', 'masuk', 'ai', 'politik', 'rezim', 'anti', 'islam', 'daftar', 'hitam']"
USER USER USER kok gak ada yang pintar?,0,1,pintar,['pintar']
Hanya orang brengsek dan pengecut yang membuat seorang gadis terus berharap',0,1,orang berengsek kecut orang gadis harap,"['orang', 'berengsek', 'kecut', 'orang', 'gadis', 'harap']"
USER Sungguh kelakuan teroris Buddha yang brengsek...!!!,0,1,sungguh laku teroris buddha berengsek,"['sungguh', 'laku', 'teroris', 'buddha', 'berengsek']"
Pengguna RT,0,1,,[]
SimpanRohingya FUCK BUDDHA TERORIS PRIBADI,0,1,simpanrohingya fuck buddha teroris pribadi,"['simpanrohingya', 'fuck', 'buddha', 'teroris', 'pribadi']"
Tangkap Ahok dan kelompoknya yang memalsukan e-KTP karena mengkhianati bangsa dan negara,0,1,tangkap ahok kelompok palsu e kartu tanda duduk khianat bangsa negara,"['tangkap', 'ahok', 'kelompok', 'palsu', 'e', 'kartu', 'tanda', 'duduk', 'khianat', 'bangsa', 'negara']"
Saya percaya KPK. Saya tidak percaya SBY dan Demokrat. Partai Demokrat menolak korupsi. URL,0,1,percaya komisi berantas korupsi percaya susilo bambang yudhoyono demokrat ai demokrat tolak korupsi uniform resource locator,"['percaya', 'komisi', 'berantas', 'korupsi', 'percaya', 'susilo', 'bambang', 'yudhoyono', 'demokrat', 'ai', 'demokrat', 'tolak', 'korupsi', 'uniform', 'resource', 'locator']"
USER USER USER Teroris kafir Buddha,0,1,teroris kafir buddha,"['teroris', 'kafir', 'buddha']"
"Ini jelas salahnya Jokowi, Ahok, dan kafir atheis. https:\/\/t.co\/v2GRcUeStI",0,1,salah jokowi ahok kafir ateis hypertext transfer protocol over secure socket layer t co v2grcuesti,"['salah', 'jokowi', 'ahok', 'kafir', 'ateis', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'v2grcuesti']"
"Agama = kebaikan, tidak perlu toleransi pak Lukman. Umat ​​Islam tidak akan memahami toleransi ketika beribadah kepada Allah SWT, membenci orang kafir",0,1,agama toleransi lukman umat islam paham toleransi ibadah allah subhanahu wa taala benci orang kafir,"['agama', 'toleransi', 'lukman', 'umat', 'islam', 'paham', 'toleransi', 'ibadah', 'allah', 'subhanahu', 'wa', 'taala', 'benci', 'orang', 'kafir']"
"Yang menolak menyapu bersih pekerja komunis cina itu antek komunis gan, apalagi yang melegalkan dan membukakan pintu bagi mereka untuk masuk.",0,1,tolak sapu bersih kerja komunis cina antek komunis juragan legal buka pintu masuk,"['tolak', 'sapu', 'bersih', 'kerja', 'komunis', 'cina', 'antek', 'komunis', 'juragan', 'legal', 'buka', 'pintu', 'masuk']"
PENGGUNA PENGGUNA BUBARKAN KPK!!,0,1,bubar komisi berantas korupsi,"['bubar', 'komisi', 'berantas', 'korupsi']"
"USER USER bilang Jokowi antek saya, jujur ​​banget, tapi Ebonger itu pendiam, tuli, dan bisu'",0,1,bilang jokowi antek jujur banget cebonger diam tuli bisu,"['bilang', 'jokowi', 'antek', 'jujur', 'banget', 'cebonger', 'diam', 'tuli', 'bisu']"
