Tweet,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,Cleaned_Tweet,Tweet_list
biarkan beta menendangmu. Yahudi Dasar \xf0\x9f\x98\x8d',1,0,0,0,0,biar beta tendang yahudi dasar,"['biar', 'beta', 'tendang', 'yahudi', 'dasar']"
Apakah informasi di Kompasiana menyebutkan bahwa Prabowo adalah keturunan Yahudi? URL URL,1,0,0,0,0,informasi kompasiana prabowo turun yahudi uniform resource locator uniform resource locator,"['informasi', 'kompasiana', 'prabowo', 'turun', 'yahudi', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
"PENGGUNA Tuan PENGGUNA Muhammad mengendarai buraq dari Mekkah ke Yerusalem, itu pasti dongeng, apa yang ditunggangi Ibrahim ke Mekkah?",1,0,0,0,0,muhammad burak makkah yerusalem dongeng ibrahim makkah,"['muhammad', 'burak', 'makkah', 'yerusalem', 'dongeng', 'ibrahim', 'makkah']"
PENGGUNA RT: Hanya antek-antek Cina yang tidak percaya komunis seperti orang-orang ini adalah musuh dan pembantai umat Islam URL,1,1,0,0,0,antek tiongkok percaya komunis sepe i orang orang musuh bantai umat islam uniform resource locator,"['antek', 'tiongkok', 'percaya', 'komunis', 'sepe', 'i', 'orang', 'orang', 'musuh', 'bantai', 'umat', 'islam', 'uniform', 'resource', 'locator']"
PENGGUNA HUAHAHAHA Abaikan PLONGA PLONGO INI.. SALON BANCI MUKE \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85\xf0\x9f\x98\x86 URL,1,0,1,1,0,haha kafir plonga plongo nih muka banci salon uniform resource locator,"['haha', 'kafir', 'plonga', 'plongo', 'nih', 'muka', 'banci', 'salon', 'uniform', 'resource', 'locator']"
"APAKAH ANDA PENGGUNA SYIAH DOG LIQUID...?? ANDA MAKAN UANG REZIM PKI... ANDA SYIAH HARAM, ANJING APA ANDA...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,0,0,0,0,cair anjing syiah makan uang rezim partai komunis indonesia shiah haram anjing,"['cair', 'anjing', 'syiah', 'makan', 'uang', 'rezim', 'partai', 'komunis', 'indonesia', 'shiah', 'haram', 'anjing']"
Penyesalan Hasrini Setelah Anak dan Menantunya Hilang 3 Bulan Gafatar >Belum SADARI & MENYESAL Ditipu Islam USER,1,0,0,0,0,sesal hasrini putra menantu hilang 3 gera fajar nusantara sadar sesal tipu islam,"['sesal', 'hasrini', 'putra', 'menantu', 'hilang', '3', 'gera', 'fajar', 'nusantara', 'sadar', 'sesal', 'tipu', 'islam']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Roslan Saari adalah seorang murtad dan kafir\xf0\x9f\x91\x8d yang mendukung Ton. Mamak yang bertindak dengan kasim sebelum Pru14 meminta lisensi LGBT\xf0\x9f\x98\x94jelas\xc2\xb2 bahalol kamu menolak Allah.!',1,0,0,0,0,roslan sari orang mu kafir dukung ton mamak be indak kasim ct pru 14 lisensi lgbtjelas bahalol tolak allah,"['roslan', 'sari', 'orang', 'mu', 'kafir', 'dukung', 'ton', 'mamak', 'be', 'indak', 'kasim', 'ct', 'pru', '14', 'lisensi', 'lgbtjelas', 'bahalol', 'tolak', 'allah']"
"Ormas radikal (FPI FUI HTI) harus dibubarkan. Yang Kristen radikal, anti Bhineka, anti Tionghoa jangan disadarkan. Buang saja mereka ke Suriah dan suruh mereka bergabung dengan ISIS.",1,0,0,0,0,organisasi masyarakat radikal front bela islam huh hati bubar agama kristen radikal anti bineka anti tionghoa sadar usir suriah suruh gabung isis,"['organisasi', 'masyarakat', 'radikal', 'front', 'bela', 'islam', 'huh', 'hati', 'bubar', 'agama', 'kristen', 'radikal', 'anti', 'bineka', 'anti', 'tionghoa', 'sadar', 'usir', 'suriah', 'suruh', 'gabung', 'isis']"
Apakah YG HINA Islam layak diikuti? USER USER USER Menteri Agama: Gafatar tidak layak diikuti oleh masyarakat,1,0,0,0,0,hina islam patut menteri agama gera fajar nusantara layak masyarakat,"['hina', 'islam', 'patut', 'menteri', 'agama', 'gera', 'fajar', 'nusantara', 'layak', 'masyarakat']"
Mereka bahkan tidak berani mengusir duta besar Myanmar. Mereka harus berdoa besok.,1,0,0,0,0,berani usir duta myanmar doa besok,"['berani', 'usir', 'duta', 'myanmar', 'doa', 'besok']"
"PENGGUNA RT: Prestasi Ahok, Selain Mafia Korupsi dan Penistaan ​​Agama, Berhasil Tenggelamkan JKT Lewat Jemaat CEBON",1,0,0,0,0,prestasi ahok mafia korupsi nista agama hasil tenggelam jakarta kongoran cebong,"['prestasi', 'ahok', 'mafia', 'korupsi', 'nista', 'agama', 'hasil', 'tenggelam', 'jakarta', 'kongoran', 'cebong']"
Bubarkan HTI Presiden Jokowi Dianggap Diktator URL,1,0,0,0,0,bubar hati presiden jokowi anggap uniform resource locator diktator,"['bubar', 'hati', 'presiden', 'jokowi', 'anggap', 'uniform', 'resource', 'locator', 'diktator']"
"Bodoh dan jahatnya Allah SWT, tidak mengabdi kepada Pak Lukman, malah minta disembah, durhaka, MARAH, mengancam akan mengazabnya.",1,0,0,0,0,allah subhanahu wa taala bodoh jahat layan lukman sembah taat marah ancam hukum,"['allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'jahat', 'layan', 'lukman', 'sembah', 'taat', 'marah', 'ancam', 'hukum']"
"Apa yang bisa kukatakan pada gerombolan Babi Ahok? Selain kafir, aku hanya ingin gerombolan Babi Ahok merasakan bagaimana rasanya diperlakukan oleh anjing, bajingan.",1,0,0,0,0,babi ahok kafir komplot babi ahok laku anjing bajing,"['babi', 'ahok', 'kafir', 'komplot', 'babi', 'ahok', 'laku', 'anjing', 'bajing']"
Perppu C32 tentang Ormas adalah Produk Rezim Anti-Islam yang Represif.,1,0,0,0,0,c32 atur perintah ganti undang undang organisasi masyarakat produk rezim represif anti islam,"['c32', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'organisasi', 'masyarakat', 'produk', 'rezim', 'represif', 'anti', 'islam']"
"Kampanye rasis Ahok yang diuntungkan... Kafir idiot mana yang diuntungkan... Kalau perkosa, bunuh, dapat duit banyak",1,0,0,1,0,kampanye ras ahok untung kafir idiot untung perkosa bunuh duit,"['kampanye', 'ras', 'ahok', 'untung', 'kafir', 'idiot', 'untung', 'perkosa', 'bunuh', 'duit']"
Pemerintah Indonesia harus mengeluarkan undang-undang anti-Buddha sehingga umat Buddha di Indonesia diusir dari Indonesia.,1,0,0,0,0,perintah indonesia rancang undang undang anti umat buddha umat buddha indonesia usir indonesia,"['perintah', 'indonesia', 'rancang', 'undang', 'undang', 'anti', 'umat', 'buddha', 'umat', 'buddha', 'indonesia', 'usir', 'indonesia']"
PENGGUNA RT Apa yang salah dengan mayoritas etnis Tionghoa di DKI?\nMengapa mereka begitu solid mendukung para penista agama?\n\nBalas dendam?\nTidak nasionalis?,1,1,0,0,0,salah mayoritas etnis tionghoa daerah khusus ibukota solid dukung nista agama balas dendam nasionalis,"['salah', 'mayoritas', 'etnis', 'tionghoa', 'daerah', 'khusus', 'ibukota', 'solid', 'dukung', 'nista', 'agama', 'balas', 'dendam', 'nasionalis']"
"sekarang kita di rezim PKI... SINGKIRKAN JOKOWI, PEMIMPIN YANG MENGKRIMINALISASIKAN ULAMA-ULMA",1,1,0,0,0,rezim partai komunis indonesia hapus jokowi pimpin kriminalisasi ulama,"['rezim', 'partai', 'komunis', 'indonesia', 'hapus', 'jokowi', 'pimpin', 'kriminalisasi', 'ulama']"
"Allah SWT adalah pembohong yang bodoh, biadab, dan tidak menepati janji-Nya. Allah menjanjikan kepadamu harta rampasan yang besar (48:20)",1,0,0,0,0,allah subhanahu wa taala bohong bodoh biadab janji allah janji a rampas 48 20,"['allah', 'subhanahu', 'wa', 'taala', 'bohong', 'bodoh', 'biadab', 'janji', 'allah', 'janji', 'a', 'rampas', '48', '20']"
Kalian dipermalukan dan diperbudak oleh Islam. Tidak ada Tuhan yang memerintahkan sholat kecuali Allah SWT yang biadab.,1,0,0,0,0,rendah budak islam tuhan perintah salat kecuali allah subhanahu wa taala biadab,"['rendah', 'budak', 'islam', 'tuhan', 'perintah', 'salat', 'kecuali', 'allah', 'subhanahu', 'wa', 'taala', 'biadab']"
"PENGGUNA PENGGUNA Hahahaha mana bisa sebut agama selain Islam, ayolah? Hahaha, debat kalian kayak gitu? Ih, nggak imbang. Kalau berdebat karena salah kalimat, malu deh, malu jadi kecebong yang agamanya kalian hina, hahahaha, kecebong macam apa kalian ini?",1,0,0,0,0,haha agama islam yuk haha debat model sepe i idih debat salah kalimat malu malu kecebong agama hina haha kecebong,"['haha', 'agama', 'islam', 'yuk', 'haha', 'debat', 'model', 'sepe', 'i', 'idih', 'debat', 'salah', 'kalimat', 'malu', 'malu', 'kecebong', 'agama', 'hina', 'haha', 'kecebong']"
"USER USER wes lemu, ireng, kafir sisan\n\nasu'",1,0,1,0,0,ireng kafir anjing,"['ireng', 'kafir', 'anjing']"
"Kalau tidak percaya, Jokowi itu licik, picik, dan tukang curang. URL",1,0,0,0,0,percaya jokowi licik picik tipu uniform resource locator,"['percaya', 'jokowi', 'licik', 'picik', 'tipu', 'uniform', 'resource', 'locator']"
PENGGUNA RT ISIS bertindak memusuhi semua orang/kelompok/agama dan menghujat Islam. Termasuk Anda dodol!,1,0,0,0,0,isis be indak orang kelompok agama musuh umat islam hujat islam masuk dodol,"['isis', 'be', 'indak', 'orang', 'kelompok', 'agama', 'musuh', 'umat', 'islam', 'hujat', 'islam', 'masuk', 'dodol']"
"Allah SWT itu bodoh dan biadab dan mengajarkan Muhammad untuk cocok dengan 9 istri, ayatnya ada di Al Quran",1,0,0,0,0,allah subhanahu wa taala bodoh biadab ajar muhammad cocok 9 istri ayat alquran,"['allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'ajar', 'muhammad', 'cocok', '9', 'istri', 'ayat', 'alquran']"
"Arjuna berjuang demi negara, jangan jadi Muhammad yang mengaku nabi, menghujat bangsanya sendiri & menggulingkan pemerintah",1,0,0,0,0,arjuna juang negara muhammad nabi hujat bangsa tumbang perintah,"['arjuna', 'juang', 'negara', 'muhammad', 'nabi', 'hujat', 'bangsa', 'tumbang', 'perintah']"
"USER Jadi jelaslah bahwa Islam di Nusantara itu bukan sekedar agama, tapi hanya sekedar budaya ya gan, dipengaruhi oleh ajaran Islam, btw, kan tidak bisa serta merta mengkafirkan seseorang kalau merujuk pada ucapan ente.",1,0,0,0,0,islam nusantara agama budaya ya juragan pengaruh ajar islam by the way langsung kafir rujuk agan,"['islam', 'nusantara', 'agama', 'budaya', 'ya', 'juragan', 'pengaruh', 'ajar', 'islam', 'by', 'the', 'way', 'langsung', 'kafir', 'rujuk', 'agan']"
"Allah SWT yang disembah umat Islam mengaku sombong: Maha Kuasa, Maha Kuasa, Maha Agung, padahal dia bodoh dan biadab.",1,0,0,0,0,allah subhanahu wa taala sembah umat islam sombong maha kuasa maha maha kuasa bodoh biadab,"['allah', 'subhanahu', 'wa', 'taala', 'sembah', 'umat', 'islam', 'sombong', 'maha', 'kuasa', 'maha', 'maha', 'kuasa', 'bodoh', 'biadab']"
"contoh perilaku setan kafir..; Bila menemukan suatu perkara, ia memakai topi seolah-olah ia adalah seorang muslim yang menjadi pelakunya...; Padahal mereka adalah non kristiani..; Begitulah cara mereka menghancurkan islam..sehingga muncul stigma negatif terhadap islam..dibantu dengan media yang semakin kasar..",1,0,0,0,0,contoh laku setan kafir temu buah kena topi olah olah orang muslim laku non kristen hancur islam muncul stigma negatif hadap islam bantu media ajar,"['contoh', 'laku', 'setan', 'kafir', 'temu', 'buah', 'kena', 'topi', 'olah', 'olah', 'orang', 'muslim', 'laku', 'non', 'kristen', 'hancur', 'islam', 'muncul', 'stigma', 'negatif', 'hadap', 'islam', 'bantu', 'media', 'ajar']"
"Allah SWT itu bodoh dan biadab, dia tidak melihat ke cermin, Tuan Lukman, dia tidak bisa memberi makan Muhammad, dia menjanjikan harta rampasan, dia masih mengaku sebagai Tuhan",1,0,0,0,0,allah subhanahu wa taala bodoh biadab lihat cermin tuan lukman makan muhammad janji a rampas tuhan,"['allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'lihat', 'cermin', 'tuan', 'lukman', 'makan', 'muhammad', 'janji', 'a', 'rampas', 'tuhan']"
Lupakan USER dan biarkan ia tenggelam bersama kapalnya yang munafik. Kita bangun Jawa Barat dengan kapal yang bersih. Singkirkan pihak-pihak yang mendukung penistaan ​​agama dari hati.,1,0,0,0,0,lupa biar tenggelam kapal munafik bangun jabar kapal bersih hapus dukung noda agama hati,"['lupa', 'biar', 'tenggelam', 'kapal', 'munafik', 'bangun', 'jabar', 'kapal', 'bersih', 'hapus', 'dukung', 'noda', 'agama', 'hati']"
PENGGUNA Semoga Allah melindungi DSNAJIB dari kejahatan orang-orang kafir dan munafik yang merupakan musuh-musuhnya...amin Robbie.',1,0,0,0,0,moga allah lindung dis najib jahat orang orang kafir munafik musuh amin robi,"['moga', 'allah', 'lindung', 'dis', 'najib', 'jahat', 'orang', 'orang', 'kafir', 'munafik', 'musuh', 'amin', 'robi']"
negara yang penuh dengan penceramah agama TNI yang menistakan agama. Hanya simpatisan.,1,0,0,0,0,negara penuh dakwah agama tentara nasional indonesia hujat agama simpatisan,"['negara', 'penuh', 'dakwah', 'agama', 'tentara', 'nasional', 'indonesia', 'hujat', 'agama', 'simpatisan']"
"Pasti MENYAKITKAN, ini hal terbaik di tahun 2019. JokowiEnd telah mengkriminalisasi umat Islam.",1,0,0,0,0,sakit 2019 jokowi end kriminalisasi umat islam,"['sakit', '2019', 'jokowi', 'end', 'kriminalisasi', 'umat', 'islam']"
Keren...... Kapan kita akan mengusir umat Budha dari Indonesia?,1,0,0,0,0,keren usir umat buddha indonesia,"['keren', 'usir', 'umat', 'buddha', 'indonesia']"
Agama Buddha Membunuh Agama Islam di Myanmar,1,0,0,0,0,agama buddha bunuh agama islam myanmar,"['agama', 'buddha', 'bunuh', 'agama', 'islam', 'myanmar']"
Lebih dari 700 rumah dan masjid Rohingya dibakar oleh teroris Buddha di Baggona (14/9).,1,0,0,0,0,700 rumah amp masjid rohingya bakar teroris buddha 14 9,"['700', 'rumah', 'amp', 'masjid', 'rohingya', 'bakar', 'teroris', 'buddha', '14', '9']"
"PENGGUNA PENGGUNA PENGGUNA PENGGUNA Jika Anda merasa terhina, laporkan saja ke polisi, itu hubungan yang munafik. Waspadalah terhadap kecebong kafir yang mengaku sebagai Muslim.",1,0,0,0,0,hina lapor polisi hubung munafik waspada hadap berudu kafir islam,"['hina', 'lapor', 'polisi', 'hubung', 'munafik', 'waspada', 'hadap', 'berudu', 'kafir', 'islam']"
"USER USER USER Saya mau tanya apa yang dilakukan Ahok, Sukamwati, Joshua, dan Ge yang waktu itu ramai diperbincangkan mengandung unsur penistaan ​​agama. Menurut USER dan USER, apakah itu penistaan ​​agama???",1,0,0,0,0,laku ahok sukmawati joshua ge ramai kandung unsur nista agama nista agama ya,"['laku', 'ahok', 'sukmawati', 'joshua', 'ge', 'ramai', 'kandung', 'unsur', 'nista', 'agama', 'nista', 'agama', 'ya']"
Usir umat Buddha Indonesia jika mereka tetap diam dan menyaksikan pembantaian ini. URL,1,0,0,0,0,usir umat buddha indonesia diam saksi bantai uniform resource locator,"['usir', 'umat', 'buddha', 'indonesia', 'diam', 'saksi', 'bantai', 'uniform', 'resource', 'locator']"
"x : Yang dimaksud RG bukan Al Quran; you : yakin? Bukankah Al Quran itu kitab suci?; x : Tenang saja, dia tidak bermaksud seperti itu; y : Ahok juga tidak bermaksud menghina agama; x : WOW DIA TIDAK BISA, DIA PEMBOHONG, JANGAN LUPA...",1,0,0,0,0,x maksud rg al alquran al alquran kitab suci x maksud sepe i iya ahok maksud hina agama x bohong rawat rawat,"['x', 'maksud', 'rg', 'al', 'alquran', 'al', 'alquran', 'kitab', 'suci', 'x', 'maksud', 'sepe', 'i', 'iya', 'ahok', 'maksud', 'hina', 'agama', 'x', 'bohong', 'rawat', 'rawat']"
"Kalau begitu, bagaimana mungkin masyarakat tidak curiga bahwa rezim saat ini anti-Islam, Pak... URL",1,0,0,0,0,masyarakat curiga rezim anti islam uniform resource locator,"['masyarakat', 'curiga', 'rezim', 'anti', 'islam', 'uniform', 'resource', 'locator']"
Presiden Jongos...selalu menunggu perintah tuannya dari Cina...terutama karena kaum Muslim yang dibantai bukanlah orang kafir Cina!,1,1,0,0,0,presiden jongos tunggu perintah tuan cina utama kaum muslim bantai orang kafir cina,"['presiden', 'jongos', 'tunggu', 'perintah', 'tuan', 'cina', 'utama', 'kaum', 'muslim', 'bantai', 'orang', 'kafir', 'cina']"
"Berikut saya lengkapi dengan video..!!!; ; ""kitab suci itu fiksi"" USER ; ; POPULASI AGAMA disebut USER",1,0,0,0,0,nih lengkap video kitab suci fiksi duduk agama,"['nih', 'lengkap', 'video', 'kitab', 'suci', 'fiksi', 'duduk', 'agama']"
Ini semua salah Jokowi. Hanya di rezim jahat diktator otoriter komunis yang tidak adil inilah OPM mulai... URL,1,1,0,0,0,salah jokowi rezim jahat diktator otoriter komunis kafir adil organisasi papua merdeka uniform resource locator,"['salah', 'jokowi', 'rezim', 'jahat', 'diktator', 'otoriter', 'komunis', 'kafir', 'adil', 'organisasi', 'papua', 'merdeka', 'uniform', 'resource', 'locator']"
Anti-Islamisme Jokowi akan dipromosikan oleh lawan politik... para buzzer rezim,1,0,0,0,0,anti islamisme jokowi promosi lawan politik buzzer rezim,"['anti', 'islamisme', 'jokowi', 'promosi', 'lawan', 'politik', 'buzzer', 'rezim']"
"Allah SWT Tak Paham Toleransi Harus Dibuang USER Ingin Belajar Toleransi & Keindonesiaan, Ikut SabangMerauke 2016",1,0,0,0,0,allah subhanahu wa taala menge i toleransi buang ajar toleransi indonesia sabang merauke 2016,"['allah', 'subhanahu', 'wa', 'taala', 'menge', 'i', 'toleransi', 'buang', 'ajar', 'toleransi', 'indonesia', 'sabang', 'merauke', '2016']"
PENGGUNA RT: PENGGUNA Tidak apa-apa. Rezim ini memang anti-Islam dan anti-ulama. Ini buktinya. URL,1,0,0,0,0,rezim anti islam anti ulama bukti uniform resource locator,"['rezim', 'anti', 'islam', 'anti', 'ulama', 'bukti', 'uniform', 'resource', 'locator']"
"Apakah USER benar-benar berpikir ada agama asli Indonesia? Islam diimpor, Kristen diimpor, Hindu diimpor, Buddha diimpor, Yahudi diimpor, bahkan komunisme diimpor, yang tidak diimpor adalah animisme dan dinamisme, apakah Anda ingin mempertahankan aliran jahiliyah itu?",1,0,0,0,0,pikir agama asli indonesia islam impo kristen impo hindu impo buddha impo yahudi impo komunis impo impo alir animisme dinamisme mempe ahankan alir jahiliyah,"['pikir', 'agama', 'asli', 'indonesia', 'islam', 'impo', 'kristen', 'impo', 'hindu', 'impo', 'buddha', 'impo', 'yahudi', 'impo', 'komunis', 'impo', 'impo', 'alir', 'animisme', 'dinamisme', 'mempe', 'ahankan', 'alir', 'jahiliyah']"
"USER USER USER yang jelas karena bukan Ahok atau P Jokowi, tidak dianggap menghina Islam tetapi hanya keceplosan, yakni jika membela agama hanya ditujukan untuk menghajar lawan politik. Mengapa agama dijadikan alat transaksi politik, ingat?",1,0,0,0,0,orang ahok p jokowi anggap hina islam keseleo bela agama be uju hajar lawan politik agama alat transaksi politik,"['orang', 'ahok', 'p', 'jokowi', 'anggap', 'hina', 'islam', 'keseleo', 'bela', 'agama', 'be', 'uju', 'hajar', 'lawan', 'politik', 'agama', 'alat', 'transaksi', 'politik']"
"""Walaupun dia ulama, pakai sorban, pakai jubah putih, kalau nyetirnya gitu, tetap saja dia babi, anak-anak.""",1,0,0,0,0,ustaz pakai sorban pakai jubah putih nyetirnya babi anak anak,"['ustaz', 'pakai', 'sorban', 'pakai', 'jubah', 'putih', 'nyetirnya', 'babi', 'anak', 'anak']"
PENGGUNA PENGGUNA Tidak memahami hadis satu per satu atau mulut Anda akan berbau pesing \xf0\x9f\x98\x82. Ketahui Asal Mula Mengapa Ada Hadis Kencing Unta \xf0\x9f\x98\x81',1,0,0,0,0,paham hadis mulut bau urin ajar hadis kencing unta,"['paham', 'hadis', 'mulut', 'bau', 'urin', 'ajar', 'hadis', 'kencing', 'unta']"
PENGGUNA Hancurkan PDIP...dan antek-anteknya...sekelompok orang kafir munafik...',1,0,0,0,0,hancur partai demokrasi indonesia juang bese a antek antek kelompok kafirun munafik,"['hancur', 'partai', 'demokrasi', 'indonesia', 'juang', 'bese', 'a', 'antek', 'antek', 'kelompok', 'kafirun', 'munafik']"
PENGGUNA Orang ini bertindak atas nama seorang Muslim tetapi berpikiran sempit seperti seorang Yahudi.',1,0,0,0,0,orang be indak nama orang muslim picik orang yahudi,"['orang', 'be', 'indak', 'nama', 'orang', 'muslim', 'picik', 'orang', 'yahudi']"
"USER, jangan menyerah....kalau bisa bubarkan saja ormas itu, hei, benarkah pemimpinnya naik umrah atau jadi TKI...'",1,0,0,0,0,serah bubar organisasi masyarakat hai pimpin umrah tenaga kerja indonesia,"['serah', 'bubar', 'organisasi', 'masyarakat', 'hai', 'pimpin', 'umrah', 'tenaga', 'kerja', 'indonesia']"
Gila! Teroris Buddha Myanmar bakar Al Quran!,1,1,0,0,0,liar teroris buddha myanmar bakar al alquran,"['liar', 'teroris', 'buddha', 'myanmar', 'bakar', 'al', 'alquran']"
PENGGUNA PENGGUNA Bani oplosan tidak ingin berdemonstrasi? Btw ini buku Muslim lho~,1,0,0,0,0,bani oplos laku demonstrasi by the way buku muslim lo,"['bani', 'oplos', 'laku', 'demonstrasi', 'by', 'the', 'way', 'buku', 'muslim', 'lo']"
"BAGI PARA AHOKERS YANG TAKUT MATI DAN TAK AKAN DIDOAKAN, JANGAN SAMPAI TERLEWAT, ADA UST ABU JANDA PALSU YANG SIAP MENDOAKAN PARA AHOKERS & JOKOWERS",1,0,0,0,0,ahoker takut mati salat tenang janda ustaz palsu abu salat ahoker jokower,"['ahoker', 'takut', 'mati', 'salat', 'tenang', 'janda', 'ustaz', 'palsu', 'abu', 'salat', 'ahoker', 'jokower']"
"Hati-hati! Kali ini kita akan mengusir Ahmadiyah, lalu Kristen, diikuti Budha, Hindu, dan Sunni juga akan diusir...",1,0,0,0,0,hati hati kali usir ahmadiyah kristen susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'usir', 'ahmadiyah', 'kristen', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
"PENGGUNA Mengaku muslim tapi nonton bola dianggap kafir hahaha kamu munafik.\nJokowi juga sama kayak saya. Saya nggak mau nonton bola sebulan penuh. Kecuali timnas dan Persija.\nNanti kamu diare, kawan.'",1,0,0,0,0,muslim tonton bola kafir haha munafik jokowi penuh tonton sepak bola kecuali timnas persija diare kawan,"['muslim', 'tonton', 'bola', 'kafir', 'haha', 'munafik', 'jokowi', 'penuh', 'tonton', 'sepak', 'bola', 'kecuali', 'timnas', 'persija', 'diare', 'kawan']"
"Al Quran, Bible adalah kitab suci, saatnya bagi para pendukung kalian, siapapun kalian, untuk membela kitab suci masing-masing dari kaum ateis seperti Rocky (“,)",1,0,0,0,0,alquran alkitab kitab suci dukung mempe ahankan kitab suci ateis sepe i rocky,"['alquran', 'alkitab', 'kitab', 'suci', 'dukung', 'mempe', 'ahankan', 'kitab', 'suci', 'ateis', 'sepe', 'i', 'rocky']"
"HATI-HATI!!!!! Ada usaha dari Ahok, antek-antek komunis dan media mereka untuk memecah belah umat Islam dalam aksi 299! Action299",1,1,0,0,0,awas upaya ahok antek antek komunis media pecah belah umat islam aksi 299 aksi 299,"['awas', 'upaya', 'ahok', 'antek', 'antek', 'komunis', 'media', 'pecah', 'belah', 'umat', 'islam', 'aksi', '299', 'aksi', '299']"
"USER Bapak USER, tugas anda lebih berat dari BNN, yaitu menyadarkan umat Islam: shalat, mengaji, berdzikir itu sama dengan ekstase.",1,0,0,0,0,tugas berat badan narkotika nasional sadar umat islam salat tilawah al alquran zikir ekstase,"['tugas', 'berat', 'badan', 'narkotika', 'nasional', 'sadar', 'umat', 'islam', 'salat', 'tilawah', 'al', 'alquran', 'zikir', 'ekstase']"
"PERENCANAAN MASJID YANG DILAKUKAN FPI BENAR SEKALI, APA HUBUNGANNYA DENGAN AHOK YANG KRISTEN KAFIR?",1,0,0,0,0,renovasi masjid laku front bela islam hubung ahok kafir kristen,"['renovasi', 'masjid', 'laku', 'front', 'bela', 'islam', 'hubung', 'ahok', 'kafir', 'kristen']"
PENGGUNA: AHOAK DARI PENGGUNA CINA ADALAH ANJING KAFIR YANG MENGHINA ISLAM....!!!,1,1,0,0,0,sih ahok cina anjing kafir hina islam,"['sih', 'ahok', 'cina', 'anjing', 'kafir', 'hina', 'islam']"
"Cap Gome di halaman masjid = tabligh akbar di halaman gereja, Ahok menghina Al Quran, Cornelis mengusir ulama, MRK (kelompok etnis Tionghoa + PKI) memprovokasi perang;",1,0,0,0,0,cap gome halaman masjid tablig akbar halaman gereja ahok hina al alquran cornelis usir ulama suku tionghoa partai komunis indonesia provokasi perang,"['cap', 'gome', 'halaman', 'masjid', 'tablig', 'akbar', 'halaman', 'gereja', 'ahok', 'hina', 'al', 'alquran', 'cornelis', 'usir', 'ulama', 'suku', 'tionghoa', 'partai', 'komunis', 'indonesia', 'provokasi', 'perang']"
"OpUmat Kristen Rohingya membunuh umat Muslim di Afghanistan, umat Yahudi membunuh umat Muslim di Palestina. Di dunia Muslim, mereka disebut ""teroris""",1,0,0,0,0,umat kristen op rohingya bunuh muslim afghanistan yahudi bunuh muslim palestina dunia muslim teroris,"['umat', 'kristen', 'op', 'rohingya', 'bunuh', 'muslim', 'afghanistan', 'yahudi', 'bunuh', 'muslim', 'palestina', 'dunia', 'muslim', 'teroris']"
URL Buddha Teroris,1,0,0,0,0,uniform resource locator buddha teroris,"['uniform', 'resource', 'locator', 'buddha', 'teroris']"
"PENGGUNA PENGGUNA Wah, BODOH BANGET, kalau produk muslim kayak kamu nggak boleh dipakai umat muslim, ngapain sih promosiin di negara muslim? Bodoh banget deh kalian semua. Kalian kebanyakan ngumpulin Sperma Cebong. Mukanya kayak copet dan sering dimarahi. Ampelas dulu mukanya pake parutan biar keliatan bagus",1,0,1,0,0,goblok produk muslim sepe i milik umat islam promosi negara negara muslim bodoh koleksi sperma cebong wajah lihat copet marah amplas wajah parut lihat bagus,"['goblok', 'produk', 'muslim', 'sepe', 'i', 'milik', 'umat', 'islam', 'promosi', 'negara', 'negara', 'muslim', 'bodoh', 'koleksi', 'sperma', 'cebong', 'wajah', 'lihat', 'copet', 'marah', 'amplas', 'wajah', 'parut', 'lihat', 'bagus']"
PENGGUNA PENGGUNA Ada kecebong bodoh yang marah dan kesal. Ajaran nabi yang biasa. Rendah hati dalam beragama bersama para pengikut Paulus dan tekun membaca Kitab Kuning.',1,0,0,0,0,cebong bodoh marah marah ajar nabi rendah hati agama paulus rajin baca kitab kuning,"['cebong', 'bodoh', 'marah', 'marah', 'ajar', 'nabi', 'rendah', 'hati', 'agama', 'paulus', 'rajin', 'baca', 'kitab', 'kuning']"
"Gue masih percaya ama China, heran deh.. pejabat di Indonesia semua sama aja, bajingan China sama Kristen. Tegakkan syariat Islam, usir orang China.",1,1,0,0,0,percaya cina heran jabat indonesia cina bajing kristen tegak hukum islam usir tiongkok,"['percaya', 'cina', 'heran', 'jabat', 'indonesia', 'cina', 'bajing', 'kristen', 'tegak', 'hukum', 'islam', 'usir', 'tiongkok']"
