Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER Cuma karena itu.. gak ada alasan yg lain *anus_marwanto.. emang presiden skrng pinter??? Wkwkwk.. dasar lu *anus cebong.. dungu..',1,1,1,0,0,0,0,0,1,1,0,0
bangga ye pacaran sama bekas gw?hahahaha buat gw mantan kaya tai gitu ibarat maenan bekas yg udah ga kepake sama sekali! ckckck',1,1,1,0,0,0,0,0,1,1,0,0
Skaa joged bumbung eka satya budaya kuwum marga menolak berita hoax dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
USER Semoga ente di laknat Allah karena merusak islam dari dalam..,1,0,1,0,1,0,0,0,0,1,0,0
"USER \xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\x80\x9dOh\xe3\x83\xbc!\xe2\x80\x9d Melirik ke kirinya. Dia melihat sosok yang tak asing baginya itu. Tetapi, dia kebingungan dalam mengingat sosok itu. \n\xe2\xa0\x80\xe2\xa0\x80\xe2\xa0\x80\xe2\x80\x9",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Teroris adalah orang yg melakukan \'teror\', teror adalah tindakan mengancam, mengintimidasi, melakukan tindakan kekerasan utk menakut2i dan membahayakan orang lain. \nSaya kangen ""tweet""an bung USER soal ""anak",0,0,0,0,0,0,0,0,0,0,0,0
Dikeroyok Atau Ditembak Yudi Ogah Berlutut Pada Rezim Jokowi URL,1,0,1,0,0,0,0,0,1,1,0,0
"Merunut dari data KedaiKOPI dan Median, nama itu mengkerucut pada nama TGB M Zainul Majdi. Gubernur NTB dua periode. Elektabilitasnya terus naik, masuk top five.",0,0,0,0,0,0,0,0,0,0,0,0
Dari setan bernama Allah SWT,1,1,0,1,1,0,0,0,0,0,1,0
#TGBuntukINDONESIA2019; #TGB TERUS PROMOSIKAN PARIWISATA HALAL YG MENDUNIA.; Cover TGB Tuang Guru Bajang #2019gantipresiden,0,0,0,0,0,0,0,0,0,0,0,0
Kreatifitas masyarakat desa yg bernilai ekonomi harap segera bisa ter ekspos untuk meningkatkan perekonomian desa.,0,0,0,0,0,0,0,0,0,0,0,0
"Ritual Buka Bumi,budaya yg dilakukan oleh masy Polman untuk menyepakati langkah-langkah dan menentukan jadwal turun sawah musim tanam gadu tahun 2018 serta mensyukuri akan hasil panen yang di peroleh #KawalPetani USER",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Dia mau nemenin ahok , biar bisa puasin ahok si USER Kan Maho \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,1,0,1,0,0
"USER Membenci yg membit'ah-kan ego, apakah tendensius ego yg alergi ke-arab2an juga tercover dalam kafir mbah? Lalu siapakah yg tertawa,,""",1,1,1,0,1,0,0,0,0,1,0,0
USER Haus? Mau nete? Hubungi USER / USER \nAsi alami dari alam. Testi? Cek likes',0,1,0,0,0,0,0,0,0,0,0,0
USER spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,1,1,0,1,0,0,0,0,1,0,1,0
Sendu gila rasa',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",0,1,0,0,0,0,0,0,0,0,0,0
Mereka tidak tertarik melihat KORUPTOR BLBI yg pelaku2nya Taipan binaan KOMUNIS CHINA dan mitra nya MEGAWATI SP,1,0,0,1,0,1,0,0,0,0,1,0
Insya Allah #2019GantiPresiden ; Insya Allah #2019PresidenBaru,1,0,1,0,0,0,0,0,1,1,0,0
"USER Presiden USER, saya dukuuuuuuung #RakyatB3rsamaJKW",0,0,0,0,0,0,0,0,0,0,0,0
USER Iseng yg berbahaya. Sama iseng yg teriak bom di bandara..\n\nRJ diancam hukuman di atas 5 tahun.',0,0,0,0,0,0,0,0,0,0,0,0
USER Oohhh... itu kaos yg rencana ditukar pake KTP ya?; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
"bohong mimpi delusi nyata nya memburuk , hukum carut marut jgn sampe belarut.. bisa indonesia bangkrut USER Turunkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1
Peling ga suka sma org mynafik.... blng sma aa mw berhnti di dunia halu.. tp nyatanya di blued live coli... dihh anjinxx bgts ya maho kek gth..klo ga mau aa kenal gpp ko.. ga rugi aa mah.ngpn knal sma org munafik kek lu..',1,1,1,0,0,0,0,1,0,1,0,0
USER Pemulihan ekonomi negara kita kini bukannya dgn cara menghukum pada keseluruhan pemimpin2 kerajaan UMNO &amp; BN kini sedangkan penjajah2 komunis itu sentiasa bertepuk tangan olehkerana orang-orang Melayu kini tidak bersatu padu memerintah kera,0,0,0,0,0,0,0,0,0,0,0,0
RT USER Kita apresiasi kinerja Polri. Sigap cepat dan tuntas. Eh Victor Iwan Bopeng Nathan? Masih bebas aja pak KaPolri KaPolri KaPolri KaPolri,1,0,1,0,0,0,0,0,1,1,0,0
"Papi tau"" masuk kamar dan bacain share-an grup wassapnya. Rame dibicarain acara karma merusak akidah dan melenceng dari agama dan dia nanya apa aku pernah nonton.",0,0,0,0,0,0,0,0,0,0,0,0
USER Awas budek musikan pake henset yy',0,0,0,0,0,0,0,0,0,0,0,0
"Toh kita bukan negara satu agama. Gak akan hilanglah budaya itu cuma karena pengaruh satu agama. Yah kecuali si mayoritas ini masih kayak sekarang sih, rese maksa-maksa orang yang tidak satu agama sekalipun.",1,0,0,1,1,0,0,0,0,0,1,0
"USER Dasar cebong!! semua digoreng akui aja pemerintah gak becus. mengelola ekonomi selesai ,jgn tagar #2019GantiPresiden dijadikan kambing hitam.'",1,1,1,0,0,0,0,0,1,1,0,0
kejadian diatas bisa kita simpulkan bahwa rezim Jokowi hari ini memang anti Islam dan pro kapitalis. penghapusan Politic_ID,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER Siap tu wak tanyo "" untuak aa dipaelokan klu ndak jd tampek tingga....kecek amak hanyo untuak acara adat atau keperluan pelestarian budaya lewat pemda....; klu baag",0,0,0,0,0,0,0,0,0,0,0,0
"USER Yaa Allah, Jablay dibawa bawa si fia bhahahahak\xf0\x9f\x98\x82\n\nIya jimin juga cuteness nya makin makin nih sialan emang.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Nah itu dia....hadeh rejim amatir!!!,*muakmuakmuak* ingin segera 2019, ingin segera #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0
USER USER USER USER Bodat KOMUNIS kau',1,1,1,0,0,1,0,0,0,1,0,0
USER ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1,1,1,0,0,0,0,0,1,1,0,0
"USER Pede banget sih, pantat panci :)'",0,1,0,0,0,0,0,0,0,0,0,0
Barel udah diconfirm bom apa orang iseng doang? Ngeri jg',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Kerja3x = Hutang meroket\nKerja3x = BUMN merugi\nKerja3x = Rupiah anjlok\nKerja3x = Ekonomi ambruk\nKerja3x = Proyek molor\nKerja3x = BBMListrik naik\nKerja3x = Sembako mahal\nKerja3x = Kemiskinan merebak\nKerja3x = Tenaga a,0,0,0,0,0,0,0,0,0,0,0,0
"USER Memang koplak itu PASI. Banyak ""saran2"" nyeleneh di rezim ini.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER bong suka bgt hebohin hal2 receh. Pohon plastik lah, bambu lah. Giliran utk issue2 besar kyk ekonomi yng anjlok, tka ilegal merajalele, ketahanan nasional, dll mereka mingkem. Emang kapasitas otaknya kecil kali ya, g",1,1,0,1,0,0,0,0,1,0,1,0
Prabowo bicara tentang Islam ? Sama saja dengan meminta Rhoma Irama... URL,1,0,1,0,0,0,0,0,1,1,0,0
Partai Aceh Target 50 Kursi Parlemen Hingga Memenangkan Pilkada 2018 -,0,0,0,0,0,0,0,0,0,0,0,0
USER Tolol lu njink',1,1,1,0,0,0,0,0,1,1,0,0
USER JANGAN MARAH KAK TAR BERUBAH JADI MONYET LAGI',0,1,0,0,0,0,0,0,0,0,0,0
USER Dengan berat hati gue spg in ni kunyuk satu URL,0,1,0,0,0,0,0,0,0,0,0,0
ahok ingin ada bus gratis agar warga dki hidup enak,0,0,0,0,0,0,0,0,0,0,0,0
USER Salah nya kenapa di rezim SBY perpanjang kontrak freeport sampai 2040? Il',0,0,0,0,0,0,0,0,0,0,0,0
Ungkapan dari Genghis Khan buat renungan kita: \xe2\x80\x9ckalau lah mereka boleh dipercayai mustahil mereka sanggup menentangi saudara sendiri demi padahal kita org asing bagi mereka\xe2\x80\x9d',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Penyalahgunaan wewenang MeikartaGate USER USER USER USER USER USER USER,1,0,0,1,0,0,0,0,1,0,1,0
"cinta memang buta, tapi jangan buta karena cinta'",0,0,0,0,0,0,0,0,0,0,0,0
Apakah Anda setuju USER jadi Presiden RI 2019? ; ; Yang Setuju RT ð???,0,0,0,0,0,0,0,0,0,0,0,0
USER si ahok pantasnya dinobatkan sbgai Babi ngepret,1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER ada PKI kali nyusup diacara ente min ... massa pada teriak ganyang PKI ..,1,0,0,1,0,1,0,0,0,0,1,0
Batalkan Anies Sandi! URL,1,0,0,1,0,0,0,0,1,0,1,0
USER Anjir mama lemon',0,1,0,0,0,0,0,0,0,0,0,0
[75:35] kemudian kecelakaanlah bagimu (hai orang kafir) dan kecelakaanlah bagimu.',0,0,0,0,0,0,0,0,0,0,0,0
USER Elunya dongo sih.',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER Minta tolong sama USER buat blejetin ni pilot sontoloyo. Buat USER tlg kami minta klarifikasinya.',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Nanti Pak Prabowo naik.. langsung puja-pujinya pindah lg..,1,0,1,0,0,0,0,0,1,1,0,0
Ganyang PKI ... rakyat Indonesia mendukung!!! URL,1,0,0,1,0,1,0,0,0,0,0,1
"#PDIPerjuanganMenang Mereka, kaum sipit mau menguasai tambang Indonesia, kalian ketawa saja. Dasar tidak punya nasionalisme Indonesia. Lebih baik tidak usah ikut Pemilu bagi kalian yang dukung 2 periode. Dan hasilnya Tambang Indonesia dikuasai sipit dan",1,1,0,1,0,1,0,0,0,0,1,0
USER Namanya cebong kalo ga dungu bukan cebong namanya',1,1,1,0,0,0,0,0,1,1,0,0
USER Ngakak asw wkwkw',0,1,0,0,0,0,0,0,0,0,0,0
Kalau SBY dulu ngebut tarik utang kayak Jokowi ekonomi tumbuh tdk 63% bisa 7% atau di atas 7%. Ngelola negara kok andalin utang china?,1,0,1,0,0,0,0,0,1,1,0,0
USER Hadeehh :3 harus sabar ngadepin tae yg satu ini',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Guoplok... Baca beritanya dulu cebong terkutuk... Bukan asal melarang...... Dongok jnhan di besarin',1,1,1,0,0,0,0,0,1,1,0,0
USER Semoga aparat2 keparat berkarat itu belangsak disisa hidupnya.',1,1,0,1,0,0,0,0,1,0,1,0
Semoga ini pelakunya bukan orang gila lagi. URL,0,0,0,0,0,0,0,0,0,0,0,0
USER Seng aseng yg ada manis2nya..',0,0,0,0,0,0,0,0,0,0,0,0
Seyogyanya saya tidak benci hanya ilfil sama keparat otak sumbu pendek modal sandang.',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Sebuah perbandingan idiot, wanita Katolik tidak dipaksa mengenakan pakaian tertentu, kecuali mereka yg mendedikasikan dirinya utk hidup selibat dan melayani sbg Suster.'",0,0,0,0,0,0,0,0,0,0,0,0
Nada ketus president .... hehehe keliatan diktatornya jokowi...... URL,1,0,1,0,0,0,0,0,1,1,0,0
Siap siap pura pura budek kalo ada yang nanya',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Bukan karena BOM, tetapi karena :\n1. Tanggal Tuwek, \n2. Wayahe nyekolahkan anak, \n3. Uang belanja harus buat. beli beras, sabun, token listrik bayu, sayur.... Nyatane malah kesedot buat tuku pulsa data untuk medsos....'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Lidah kan tdk bertulang.. kmrn teriak anti asing aseng. Hari ini merangkul asibg aseng. \n\nKmrm musuhin radikalis skrg merangkul radikalis. Tidak ada lawan dn kawan yg abadi dlm politik. Ini basi tp msh ttp relevan.',0,0,0,0,0,0,0,0,0,0,0,0
USER Kan dalil nggak harus berkaitan sama agama ð???,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: #ombudsman budek dan buta terhadap #Reklamasi ... sebenarnya kalian kerja untuk siapa ? Rakyat kecil atau Jongos Aseng da\xe2\x80\xa6',1,1,0,1,0,0,1,0,0,0,1,0
RT USER USER Hanya di rezim diktator &amp; otoriter sekarang ini. ibu-ibu ulama mahasiswa dan tokoh-tokoh muslim dijadikan tahanan politik,1,0,1,0,0,0,0,0,1,1,0,0
USER Karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,1,0,0,1,0,1,0,0,0,0,1,0
USER USER Gubernur uing yeeeuh ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
Siapapun pasangan beliau asal bukan Jokowi gw coblosan...keberanian Prabowo nga sampe separoh ini bapak. URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Kenapa ya kapir suka ikut2an, padahal kita gak pernah ngurusin urusan mereka wkkwkw'",1,0,0,1,1,0,0,0,0,0,1,0
Faktanya Cina2 parasit tuh ngotot belain si penista Agama USER USER USER USER USER,1,1,0,1,1,1,0,0,0,0,1,0
"""halah palingan kalo lu dikasih pap nenen sama memek juga doyan. gak usah munafik deh""\n\nheh upil dimana-mana kucing garong kalo dikasih ikan asin ya doyan-doyan aja.'",1,1,1,0,0,0,0,1,0,1,0,0
RT USER: JEBRET!!! Letjen (Purn) Suryo Prabowo: Inisiator HOAX Bermula dari ESEMKA URL URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Ulama ð??³ bukan pewaris para nabi kecuali jika dia bisa jadi khalifah (QS. 38:26) krn Daud As sdh jd rasul dan nabÃ¬ Allah SWT bahkan dianugerahi lg sbg KHALIFAH, presiden, gubernur, bupati atau walikota.",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Cebong baru netas. Disuruh nyerang saya..? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER palestina yang islam engga pernah merdeka\ntapi palestina yang yahudi lah yang dimerdekakan ingriss',0,0,0,0,0,0,0,0,0,0,0,0
Tampaknya aku perlu ngentot tante\xc2\xb2 atau oma\xc2\xb2 \nSiapakah yg mau... USER atau USER atau USER URL,0,1,0,0,0,0,0,0,0,0,0,0
USER Pak USER Kementerian Agama harus mengklarifikasi bahwa Muslim tak diajarkan membawa persembahan,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Lawan kita adalah Yahudi Zionis,semua harus fokus ke sana,tuh liat betapa rukunnya sesama orang Yahudi meski beda aliran. Kl kita sesama muslim ndak rukun,gimana mau menang lawan Yahudi???,!!!'",1,0,0,1,1,0,0,0,0,0,1,0
Lol kunyuk k jepang buat nnton RV toh \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
"7. Terakhir, adakah tips untuk para #updaters tentang time management yg efektif sebagai mahasiswa? USER #KUchat",0,0,0,0,0,0,0,0,0,0,0,0
DIKTATOR JOKOWI jongos organisasi jagal manusia Nahdatul Ulama dijadikan inspirasi.,1,1,1,0,0,0,0,0,1,1,0,0
USER Sebelum teriak Bela Agama harusnya bersih dulu dari korupsi dan nilep uang orang dooong; ; ð???ð???ð???; ;,0,0,0,0,0,0,0,0,0,0,0,0
Penyuluh Agama Diharap Ikut Andil Menangkal Paham Radikal,0,0,0,0,0,0,0,0,0,0,0,0
USER ; Mohon informasinya. Apakah Radio Elshinta akan menyiarkan secara On Air acara Debat Publik Pilkada Kab. Bandung Barat sore ini?,0,0,0,0,0,0,0,0,0,0,0,0
WOWO Mulai KUMAT rajin turun gunung demo di Monas nyinyirin Jokowi URL USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0
Rezim ini bener2 dikuasai oleh oknum2 yg anti-Islam,1,0,0,1,0,0,0,0,1,0,1,0
(Adrp) USER dasar jablay',1,1,1,0,0,0,0,1,0,1,0,0
"Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.'",1,1,1,0,0,0,0,0,1,1,0,0
"Secara tak sengaja baju jokowi memecah Indonesia jadi dua bagian; ; ""Menyedihkannya Presiden Yang Tak Paham Ideologi &amp; Konstitusi NKRI"" by USER - Chirpstory",1,0,1,0,0,0,0,0,1,1,0,0
Ahok jatuh.. makin mudah jokowi di lengserkan.,1,0,1,0,0,0,0,0,1,0,0,1
sompret sekali lagi enak enak tiduran tiba tiba hujan kudu masukin jemuran eh 5 menit kemudian terang lagi. ingin berkata halus \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2',0,1,0,0,0,0,0,0,0,0,0,0
Agar Muslim mudah Buang Islam USER USER USER Kemen.Agama wajib menjelaskan asal-usul kafir,1,0,0,1,1,0,0,0,0,0,1,0
Salam Jumaat. Sarap nasi lemak. Siap2 ke masjid..',0,0,0,0,0,0,0,0,0,0,0,0
USER Mungkin bakal manggil penetral bom apasi namanya',0,0,0,0,0,0,0,0,0,0,0,0
Pertumbuhan Ekonomi Indonesia Kuartal-I 2018,0,0,0,0,0,0,0,0,0,0,0,0
"USER Setahu saya emang orang luar negeri nataal atau asesoris apapun itu tidak masuk agama, tapi cuma masuk kebudayaan. Sama aja kayak kita pas ramadhan g peduli islam kristen semuanya pada mudik krna itu udah tradisi ...'",0,0,0,0,0,0,0,0,0,0,0,0
Dosen UI Ade Armando Kembali Dipolisikan Terkait PenodaanÂ Agama,0,0,0,0,0,0,0,0,0,0,0,0
"Apa bedanya kamu sama orang yg suka menjelek jelekan karna tidak sesuai dengan yang kamu mau, tpi kamu nya sendiri suka jelek jelekin orang ? Mein idiot'",1,1,1,0,0,0,1,0,0,1,0,0
"Bagaimana dengan kalimat, ""aku selalu ada buat kamu""\n\nJANGAN BACOT DOANG, BUKTIIN.\n\nTapi akan lebih baik kalau kalimatnya dibuat seperti ini,\n""Maaf kalau aku engga bisa kasih solusi apa-apa, kalau kamu butuh aku dan aku bisa, aku pasti ada buat kamu""'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Disana ada cowo asing kan..\nCoba ajakin kenalan. Bikin asyik aja, nanti keluar bareng buat beli keperluan proker. Ngobrol di posko sampe malem. Betah wes..\n\nKalo gak gitu, bawa persediaan film. Biar ga gabut. Wkwk'",0,0,0,0,0,0,0,0,0,0,0,0
USER \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80udah nanya serius salah lagi..hihihi.\nhadeuuh2...masa gak bisa bedain sampah plastik ma bangkai kapal.',0,0,0,0,0,0,0,0,0,0,0,0
Ayo lengserkan USER 2019 jgn kasi ampun,1,0,1,0,0,0,0,0,1,0,0,1
"USER gua sekelas pernah lagi jamkos. kelas gua tuh temboknya bisa dibuka, soalnya dia rolling door. nah begonya kelas gua muter lagu kenceng banget terus sampe ke lagunya ratu yg ""lelaki buaya darat, buset!"" eh guru kelas sebelah dateng dong dari",0,0,0,0,0,0,0,0,0,0,0,0
USER Udh eek gua',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER trus maksudnya Indonesia yg mayoritas muslim suruh pilih pemimpin cina non muslim gitu ya ? Jangan dong,1,0,1,0,1,1,0,0,0,1,0,0
"Doa saya di Hijr Ismail : ; 1) beri hidayah org2 yg berlindung dlm bungkus islam tapi musuh islam, ; 2) beri kami kesabaran demi utuhnya NKRI, ; 3) bimbing kami wujudkan islam rahmatan lil alamin, ; 4) lindungi Bangsa dan Negara kami; 5) beri kami pemimpin",0,0,0,0,0,0,0,0,0,0,0,0
Astaghfirullah...sejak kapan Al-Qur'an berisi 33 Juz ? ??; .; ; .; .; #2019GantiPresiden ; #GantiPresiden2019,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Amrik negara maju dan contoh demokrasi, kenapa presiden yg rasialis yg terpilih, bagaimana menurut anda..'",0,0,0,0,0,0,0,0,0,0,0,0
"Hal tersebut di ungkapkan oleh anggota Komisi III DPRD Kota Cirebon, Jafarudin, saat ditemui di gedung DPRD. Dikatakan Ja'far, penyelamatan benda cagar budaya penting karena bisa menjadi identitas sebuah kota sejarah di Cirebon.",0,0,0,0,0,0,0,0,0,0,0,0
#2019GantiPresiden Pengamat: Data Khofifah-Emil Lebih Faktual di Lapangan,1,0,1,0,0,0,0,0,1,1,0,0
USER emang yg namanya bangkai disembunyikan pasti akan kecium juga!!',0,0,0,0,0,0,0,0,0,0,0,0
"cinta itu buta \nbuta itu mata \nmata itu bulat \nbulat itu telor \ntelor itu kuning \nkuning itu eek\nberati, cinta itu eek'",0,0,0,0,0,0,0,0,0,0,0,0
"Kenapa hanya Ahok, Sukmawati dan Ganjar Pranowo (walau kecele) yang mereka sebut penista agama karena menguntungkan secara politik. Ahok dalam pilgub Jakarta yang penuh aroma rasis, Sukmawati jelas ingin...",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,1,1,0,1,1,1,0,0,0,0,1,0
"USER Mungkin stocknya terbatas atau habis Grameds, untuk buku religi Islam, Kristen, Hindu dan Buddha ada juga kok\xf0\x9f\x98\x8a'",0,0,0,0,0,0,0,0,0,0,0,0
"Krn mereka ingin mengganti Demokrasi Pancasila dgn Demokrasi PKI, yg tdk bertuhan, yg bebas perjinahan, miras, LGBT. PKIBukanIndonesia",1,0,0,1,0,1,0,0,0,0,1,0
Penolakan ini dilakukan lewat propanda ideologis dgn menyatakan bhw semua manusia adalah sama di hdapan Tuhan baik doi memakai jubah pendeta maupun tidak. Perlawanan ideologis terhadap dominasi spiritual Gereja Katholik ini mencapai puncaknya pd era Refo,0,0,0,0,0,0,0,0,0,0,0,0
"Hallo USER sedikit masukan saja"" di Inggris barisan petugas keamanan seperti ini sangat efektif mencegah dr kemungkinan terjadi gesekan antar suporter. Petugas keamanan selalu fokus pandangan ke arah suporter"" yg bikin rusuh langsung CIDUK aja pak.",0,0,0,0,0,0,0,0,0,0,0,0
USER Oh yeke.. macam2 isu negara kapir ni',1,0,0,1,1,0,0,0,0,0,1,0
"Tyas Mirasih ? Pecun gitu, dulu bareng sama aku agency nya'",1,1,1,0,0,0,0,1,0,1,0,0
Lu kn juga si raja ones eh ð???ð???ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Arseto itu monyet ngak tahu adab dan moral',1,1,1,0,0,0,0,0,1,1,0,0
Buku Biografi Alfian Ibrahim Diluncurkan -,0,0,0,0,0,0,0,0,0,0,0,0
Chirpified: Presiden Ingin Perubahan Perizinan Terintegrasi dari Pusat ke Daerah,0,0,0,0,0,0,0,0,0,0,0,0
USER Ternyata masih da banyak asw',0,1,0,0,0,0,0,0,0,0,0,0
Gubernur DKI Shalat Jumat BersamaÂ Erdogan,0,0,0,0,0,0,0,0,0,0,0,0
"Jika kepatuhan terhadap TUHAN mu menjadikan dirimu keras kepala, menghakimi orang lain, Memfitnah , lalu Menghasut dan Menebar kebencian dengan mengatasnamakan AGAMA ...mungkin anda butuh cermin besar untuk menyadari apa yg sebenarnya kau sembah , TUHAN MU",0,0,0,0,0,0,0,0,0,0,0,0
RT USER jokowi pemimpinnya kalo jokowi dah lengser indonesia akan maju lagi ga apa-apalah mundur 5 tahun untuk maju seterusnya,1,0,1,0,0,0,0,0,1,1,0,0
"RT USER: USER Orang2 yg mereka bilang kampungan itu setidaknya menghidupi roda ekonomi di ""bawah"". Beda dengan hiburan\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
"Kemarin revisi UU Terorisme telah disahkan DPR. Dengan harapan, pencegahan terhadap aksi terorisme bisa lebih dimaksimalkan, termasuk pelibatan TNI. #POLEMIKPemberantasanTerorisme'",0,0,0,0,0,0,0,0,0,0,0,0
Kampret. Datang pas butuh aja. Ngerusak mood sumpah.',1,1,1,0,0,0,0,0,1,1,0,0
Bersanding dgn pasti USER dan USER di kubu sana ketar ketir ...hayoo mana nasi bungkus akan ketar ketir dgn pasukan 212',0,0,0,0,0,0,0,0,0,0,0,0
"Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0
USER USER \xf0\x9f\x8c\x9a ko km bangsad y',1,1,1,0,0,0,0,0,1,1,0,0
Esok bentang soal selidik budaya pulað??? dhla tk buat lagi...,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Oalahhh si USER DUNGU ini msh jg memamerkan tempurungnya.',1,1,1,0,0,0,0,0,1,1,0,0
USER USER Betul.. Last2 semua tanam dan makan sendiri.. Xde circulation of money.. Malaysia akan dilanda musibah ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
"jk ini benar, aparat sdh menjadi alat kekuasaan yg sedang panik, harusnya aparat adalah pelayan masyarakat, bukan pelayan penguasa, tak ada dasar hukumnya tenda ini boleh disita.. Ini Kisah Supriadi, Pemilik Becak Dengan Tenda #2019GantiPresiden -",0,0,0,0,0,0,0,0,0,0,0,0
RT USER Semua udah terang benderang. asal polisi mau usut tuntas sebelum dilantik. Kalau pemilihan kepala daerah terkait asma saracen KaPolri KaPolri,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..",1,1,0,1,1,0,0,0,0,0,1,0
Sinyal mu ko tai su USER',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Wahabi takfiri gurem bro.. bacot doang gede. Sono lo minggat ke suriah gabung isis. Najiss bani takfiri',1,1,1,0,1,0,0,0,0,1,0,0
dekalarasi pilkada 2018 aman dan anti hoax perangkat desa keboguyang jabon,0,0,0,0,0,0,0,0,0,0,0,0
Bal balan digabung neng agama yo ngene ki,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Kulit item burik gitu wks',0,1,0,0,0,0,0,0,0,0,0,0
"USER Bener anjir, sedih'",0,1,0,0,0,0,0,0,0,0,0,0
"Pemecatan tidak masuk akal USER memberi pelajaran,, Jama'ah dan Parpol harus dipisah.. ; Jama'ah harus menjadi Ulama Pewaris Nabi. Mampu menegakkan Keadilan Buat Alam Semesta.; Cc USER USER USER USER USER @",0,0,0,0,0,0,0,0,0,0,0,0
"USER Shummun bukmun 'umyun fahum laa yarji'uun: Mereka pekak, bisu, dan buta,\n\nSudah ckup, mari doakan yg trbaik bagi yg berkepntingan karena doa org yg terzolimi tidak ada penghalangny..""",0,0,0,0,0,0,0,0,0,0,0,0
"/rlt temen gue kesel sama grup kitakita gara gara rencana trip kita gagal (banyak halangan)... trs dia kaya ""uda kalian jalan berempat aja, paling kena bom HAHA"" kesel gasii :('",0,0,0,0,0,0,0,0,0,0,0,0
ngejelek-jelekin orang kok dibelakang? didepan dong.. Ga punya nyali yah? Situ banci? hahaha',1,1,1,0,0,0,0,1,0,1,0,0
